"N","Player Id","Temporada","Fecha","Juego","Equipo","orden","Jugador","IP","H","C","CL","HR","BB","SO","BF","EFE","G","P","SV","BS","HLD","Estadio","oponente","ronda"
260,,"2021-22","19/11/2021",23,"Aguilas del Zulia",5,"Giussepe Velasquez",0.2,1,0,0,0,1,1,4,0,0,0,0,0,0,"Estadio Luis Aparicio","Tiburones de la Guaira","regular"
261,,"2021-22","19/11/2021",23,"Aguilas del Zulia",6,"Marcos Tabata",0,0,3,3,0,2,1,3,20.25,0,0,0,0,0,"Estadio Luis Aparicio","Tiburones de la Guaira","regular"
262,,"2021-22","19/11/2021",23,"Aguilas del Zulia",7,"Zaquiel Puentes",1,2,2,2,0,2,1,6,9,0,0,0,0,0,"Estadio Luis Aparicio","Tiburones de la Guaira","regular"
263,,"2021-22","19/11/2021",23,"Aguilas del Zulia",8,"Luis Alberto Ramirez",1,0,0,0,0,0,2,3,0,0,0,0,0,0,"Estadio Luis Aparicio","Tiburones de la Guaira","regular"
252,"florya001","2021-22","19/11/2021",23,"Tiburones de la Guaira",1,"Ryan Flores ",6,2,0,0,0,1,3,22,3.96,1,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular"
253,"infgre001","2021-22","19/11/2021",23,"Tiburones de la Guaira",2,"Gregory Infante",0,2,2,2,0,1,0,3,7.36,0,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular"
254,"covraf001","2021-22","19/11/2021",23,"Tiburones de la Guaira",3,"Rafael Cova",1,0,0,0,0,1,1,4,5.14,0,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular"
255,"pinjul001","2021-22","19/11/2021",23,"Tiburones de la Guaira",4,"Julio Pinto",2,2,0,0,0,1,0,9,2.25,0,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular"
269,"hernel001","2021-22","20/11/2021",24,"Tiburones de la Guaira",1,"Nelson Hernandez ",1.1,5,4,3,0,1,2,10,7.36,0,1,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
270,"acoald001","2021-22","20/11/2021",24,"Tiburones de la Guaira",2,"Aldry Acosta",0.2,1,0,0,0,0,0,3,4.82,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
271,"idreud001","2021-22","20/11/2021",24,"Tiburones de la Guaira",3,"Eudis Idrogo",1.1,2,1,1,0,0,0,5,8.59,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
272,"davdav001","2021-22","20/11/2021",24,"Tiburones de la Guaira",4,"David Davalillo",0.1,1,1,1,0,0,0,4,13.5,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
273,"guzlui001","2021-22","20/11/2021",24,"Tiburones de la Guaira",5,"Luis Guzman",0.2,2,3,1,0,0,1,5,4.5,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
274,"beljoh001","2021-22","20/11/2021",24,"Tiburones de la Guaira",6,"Johan Belisario",0.1,1,3,0,1,2,0,4,4.26,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
275,"paleug001","2021-22","20/11/2021",24,"Tiburones de la Guaira",7,"Eugenio Palma",0.1,2,0,0,0,0,0,3,3.38,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
276,"diavic001","2021-22","20/11/2021",24,"Tiburones de la Guaira",8,"Victor Diaz",2,0,0,0,0,0,1,6,6.46,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
277,"infgre001","2021-22","20/11/2021",24,"Tiburones de la Guaira",9,"Gregory Infante",0,4,4,4,1,0,0,4,12.27,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
278,"herarn001","2021-22","20/11/2021",24,"Tiburones de la Guaira",10,"Arnaldo Hernandez",1.2,2,2,2,1,0,1,7,6.23,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
279,"medhen001","2021-22","20/11/2021",24,"Tiburones de la Guaira",11,"Henry Medina",0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
264,,"2021-22","20/11/2021",24,"Tigres de Aragua",1,"Elih Villanueva ",5.1,10,8,7,1,2,2,27,4.84,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
265,,"2021-22","20/11/2021",24,"Tigres de Aragua",2,"Dennis Herrera",0.1,2,2,2,0,1,0,4,7.2,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
266,,"2021-22","20/11/2021",24,"Tigres de Aragua",3,"Leonel Campos ",1.1,1,0,0,0,0,1,5,4.5,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira","regular"
267,,"2021-22","20/11/2021",24,"Tigres de Aragua",4,"Geoff Broussard",1,2,0,0,0,1,0,5,4.22,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
268,,"2021-22","20/11/2021",24,"Tigres de Aragua",5,"Ronald Belisario",1,2,0,0,0,0,1,5,6.75,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
280,,"2021-22","23/11/2021",25,"Cardenales de Lara",1,"Jackson Stephens ",5,3,0,0,0,1,5,19,1.33,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
281,,"2021-22","23/11/2021",25,"Cardenales de Lara",2,"Maximo Castillo",1,0,0,0,0,0,1,3,6.23,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
282,,"2021-22","23/11/2021",25,"Cardenales de Lara",3,"Argenis Angulo",1,1,0,0,0,0,2,4,8,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
283,,"2021-22","23/11/2021",25,"Cardenales de Lara",4,"Vicente Campos",1,0,0,0,0,0,0,3,3,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
284,,"2021-22","23/11/2021",25,"Cardenales de Lara",5,"Elvis Escobar",1,0,0,0,0,0,1,3,1.13,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
285,"guejun001","2021-22","23/11/2021",25,"Tiburones de la Guaira",1,"Junior Guerra ",5.2,8,4,4,1,2,2,25,3.52,0,1,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular"
286,"diavic001","2021-22","23/11/2021",25,"Tiburones de la Guaira",2,"Victor Diaz",0.2,1,0,0,0,1,0,4,6.19,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular"
287,"jimedu001","2021-22","23/11/2021",25,"Tiburones de la Guaira",3,"Eduardo Jiménez",1.2,2,2,2,0,1,0,8,9.53,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular"
288,"pinjul001","2021-22","23/11/2021",25,"Tiburones de la Guaira",4,"Julio Pinto",0,4,3,3,1,0,0,4,5.63,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular"
289,"guzlui001","2021-22","23/11/2021",25,"Tiburones de la Guaira",5,"Luis Guzman",1,0,0,0,0,1,1,4,4,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular"
290,,"2021-22","24/11/2021",26,"Aguilas del Zulia",1,"Elvis Araujo",4,2,0,0,0,2,2,15,6.43,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
291,,"2021-22","24/11/2021",26,"Aguilas del Zulia",2,"Carlos Betancourt ",3,1,0,0,0,1,0,10,0.75,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
292,,"2021-22","24/11/2021",26,"Aguilas del Zulia",3,"Brandon Brosher",1,0,0,0,0,0,1,3,2.7,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
293,,"2021-22","24/11/2021",26,"Aguilas del Zulia",4,"Arik Sikula",1,0,0,0,0,0,2,3,6,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
294,"cavjor001","2021-22","24/11/2021",26,"Tiburones de la Guaira",1,"Jorgan Cavanerio ",3.1,7,6,6,0,3,3,20,3,0,1,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular"
295,"acoald001","2021-22","24/11/2021",26,"Tiburones de la Guaira",2,"Aldry Acosta",2.2,2,0,0,0,1,1,10,3.75,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular"
296,"infgre001","2021-22","24/11/2021",26,"Tiburones de la Guaira",3,"Gregory Infante",1,0,0,0,0,0,0,3,10.8,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular"
297,"hernel001","2021-22","24/11/2021",26,"Tiburones de la Guaira",4,"Nelson Hernandez",1,0,0,0,0,0,1,3,6.48,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular"
298,"herarn001","2021-22","24/11/2021",26,"Tiburones de la Guaira",5,"Arnaldo Hernandez",1,0,0,0,0,0,2,3,5.59,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia","regular"
305,,"2021-22","25/11/2021",27,"Caribes de Anzoategui",1,"Jheyson Manzueta",1.2,5,5,5,1,3,1,13,7.99,0,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
306,,"2021-22","25/11/2021",27,"Caribes de Anzoategui",2,"Angel Guillen",0.1,0,0,0,0,0,0,1,9.53,0,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
307,,"2021-22","25/11/2021",27,"Caribes de Anzoategui",3,"Daniel Gonzalez",0.2,3,2,2,0,0,1,5,3.86,0,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
308,,"2021-22","25/11/2021",27,"Caribes de Anzoategui",4,"Freddy Pacheco",0.1,0,0,0,0,2,1,3,16.88,0,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
309,,"2021-22","25/11/2021",27,"Caribes de Anzoategui",5,"Oddanier Mosqueda",0.1,1,1,1,0,2,1,4,12.6,0,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
310,,"2021-22","25/11/2021",27,"Caribes de Anzoategui",6,"José Domínguez",2.1,1,0,0,0,1,3,8,8.31,0,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
311,,"2021-22","25/11/2021",27,"Caribes de Anzoategui",7,"Andres Sotillet",1.1,0,0,0,0,1,0,4,2.45,0,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
312,,"2021-22","25/11/2021",27,"Caribes de Anzoategui",8,"Andres Machado",2,4,1,1,0,0,1,9,1.32,0,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
313,,"2021-22","25/11/2021",27,"Caribes de Anzoategui",9,"Jean Toledo ",1,0,0,0,0,0,0,2,5.4,1,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
299,"smimyl001","2021-22","25/11/2021",27,"Tiburones de la Guaira",1,"Myles Smith",3,8,7,6,1,1,2,18,7.31,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
300,"idreud001","2021-22","25/11/2021",27,"Tiburones de la Guaira",2,"Eudis Idrogo",0.1,1,0,0,0,1,0,3,8.4,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
301,"jimedu001","2021-22","25/11/2021",27,"Tiburones de la Guaira",3,"Eduardo Jiménez ",0.2,0,0,0,0,1,1,3,8.53,0,0,0,0,1,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
302,"diavic001","2021-22","25/11/2021",27,"Tiburones de la Guaira",4,"Victor Diaz ",3,1,0,0,0,0,2,10,5.21,0,0,0,0,1,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
303,"paleug001","2021-22","25/11/2021",27,"Tiburones de la Guaira",5,"Eugenio Palma ",1,1,1,1,0,1,1,5,4,0,0,0,0,1,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
304,"herarn001","2021-22","25/11/2021",27,"Tiburones de la Guaira",6,"Arnaldo Hernandez ",1,3,2,1,1,1,0,8,5.91,0,1,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
321,,"2021-22","26/11/2021",28,"Caribes de Anzoategui",1,"Rafael Pineda ",6,4,1,0,0,2,3,25,0,1,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
322,,"2021-22","26/11/2021",28,"Caribes de Anzoategui",2,"Liarvis Breto",1.1,1,3,3,0,2,1,7,5.09,0,0,0,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
323,,"2021-22","26/11/2021",28,"Caribes de Anzoategui",3,"Andres Sotillet ",0.2,1,1,0,0,0,1,4,2.31,0,0,0,0,1,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
324,,"2021-22","26/11/2021",28,"Caribes de Anzoategui",4,"Lester Oliveros ",1,0,0,0,0,0,2,3,5.4,0,0,1,0,0,"Estadio Alfonso Carrasquel","Tiburones de la Guaira","regular"
314,"florya001","2021-22","26/11/2021",28,"Tiburones de la Guaira",1,"Ryan Flores ",2.2,5,5,5,1,1,3,15,5.2,0,1,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
315,"ramedu001","2021-22","26/11/2021",28,"Tiburones de la Guaira",2,"Edubray Ramos",0.2,1,1,1,0,1,1,4,12.46,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
316,"guzlui001","2021-22","26/11/2021",28,"Tiburones de la Guaira",3,"Luis Guzman",0.2,0,0,0,0,0,1,2,3.72,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
317,"guzemi001","2021-22","26/11/2021",28,"Tiburones de la Guaira",4,"Emilker Guzman",1.1,1,0,0,0,1,1,6,4.15,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
318,"idreud001","2021-22","26/11/2021",28,"Tiburones de la Guaira",5,"Eudis Idrogo",0.2,1,0,0,0,1,1,3,8.04,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
319,"pinjul001","2021-22","26/11/2021",28,"Tiburones de la Guaira",6,"Julio Pinto",1,0,0,0,0,0,3,3,5,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
320,"beljoh001","2021-22","26/11/2021",28,"Tiburones de la Guaira",7,"Johan Belisario",1,1,0,0,0,0,0,3,3.68,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular"
334,"infgre001","2021-22","27/11/2022",29,"Tiburones de la Guaira",1,"Gregory Infante",2.1,2,1,1,0,0,1,10,9.28,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
335,"acoald001","2021-22","27/11/2022",29,"Tiburones de la Guaira",2,"Aldry Acosta",1.2,2,1,1,0,1,0,8,3.95,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
336,"hernel001","2021-22","27/11/2022",29,"Tiburones de la Guaira",3,"Nelson Hernandez",1.1,3,0,0,0,0,1,6,5.59,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
337,"guzlui001","2021-22","27/11/2022",29,"Tiburones de la Guaira",4,"Luis Guzman ",0.2,1,1,1,0,0,0,3,4.35,0,0,0,0,1,"Estadio Universitario","Tigres de Aragua","regular"
338,"jimedu001","2021-22","27/11/2022",29,"Tiburones de la Guaira",5,"Eduardo Jiménez",1,1,0,0,0,0,2,4,7.36,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
339,"paleug001","2021-22","27/11/2022",29,"Tiburones de la Guaira",6,"Eugenio Palma",1,1,0,0,0,0,1,4,3.6,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
340,"pinjul001","2021-22","27/11/2022",29,"Tiburones de la Guaira",7,"Julio Pinto",0.1,1,2,2,0,1,1,3,6.75,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
341,"idreud001","2021-22","27/11/2022",29,"Tiburones de la Guaira",8,"Eudis Idrogo ",0,2,3,3,0,0,0,3,9.77,0,1,0,0,0,"Estadio Universitario","Tigres de Aragua","regular"
342,"herarn001","2021-22","27/11/2022",29,"Tiburones de la Guaira",9,"Arnaldo Hernandez ",0.2,1,0,0,0,2,0,5,5.56,0,0,0,1,0,"Estadio Universitario","Tigres de Aragua","regular"
325,,"2021-22","27/11/2022",29,"Tigres de Aragua",1,"Alexis Candelario",2,0,0,0,0,1,2,7,8.44,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
326,,"2021-22","27/11/2022",29,"Tigres de Aragua",2,"Osmer Morales",2.2,4,3,1,0,2,0,13,11.37,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
327,,"2021-22","27/11/2022",29,"Tigres de Aragua",3,"Carlos Zamora ",0.1,2,1,0,0,0,0,2,1.8,0,0,0,1,0,"Estadio Universitario","Tiburones de la Guaira","regular"
328,,"2021-22","27/11/2022",29,"Tigres de Aragua",4,"Ismael Guillón",0.1,3,3,2,0,0,0,4,9.95,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
329,,"2021-22","27/11/2022",29,"Tigres de Aragua",5,"Jesus Sanchez",1.1,1,0,0,0,0,0,5,7.47,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
330,,"2021-22","27/11/2022",29,"Tigres de Aragua",6,"Dennis Herrera",0.1,0,0,0,0,0,0,1,6.75,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
331,,"2021-22","27/11/2022",29,"Tigres de Aragua",7,"Leonel Campos ",1,0,0,0,0,0,0,3,4.66,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
332,,"2021-22","27/11/2022",29,"Tigres de Aragua",8,"Henry Alberto Rodriguez ",0.2,0,0,0,0,2,1,4,0.71,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira","regular"
333,,"2021-22","27/11/2022",29,"Tigres de Aragua",9,"Geoff Broussard ",0.1,0,0,0,0,0,0,1,3,0,0,1,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
349,"guejun001","2021-22","28/11/2022",30,"Tiburones de la Guaira",1,"Junior Guerra",7,8,2,2,1,2,6,29,3.3,0,0,0,0,0,"Estadio Forum de La Guaira","Tigres de Aragua","regular"
350,"diavic001","2021-22","28/11/2022",30,"Tiburones de la Guaira",2,"Victor Diaz ",0.2,1,1,1,0,1,2,4,5.49,0,0,0,1,0,"Estadio Forum de La Guaira","Tigres de Aragua","regular"
351,"paleug001","2021-22","28/11/2022",30,"Tiburones de la Guaira",3,"Eugenio Palma",1,0,0,0,0,0,1,3,3.27,0,0,0,0,0,"Estadio Forum de La Guaira","Tigres de Aragua","regular"
352,"cavjor001","2021-22","28/11/2022",30,"Tiburones de la Guaira",4,"Jorgan Cavanerio ",0.2,3,2,1,0,2,0,7,3.23,0,1,0,0,0,"Estadio Forum de La Guaira","Tigres de Aragua","regular"
353,"pinjul001","2021-22","28/11/2022",30,"Tiburones de la Guaira",5,"Julio Pinto",0.2,0,0,0,0,0,0,1,6.3,0,0,0,0,0,"Estadio Forum de La Guaira","Tigres de Aragua","regular"
343,,"2021-22","28/11/2022",30,"Tigres de Aragua",1,"Angel Padron",3.2,4,3,2,0,3,2,18,2.95,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
344,,"2021-22","28/11/2022",30,"Tigres de Aragua",2,"Ramon Garcia",2.1,1,0,0,0,0,1,8,3.91,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
345,,"2021-22","28/11/2022",30,"Tigres de Aragua",3,"Francisco Carrillo",1,0,0,0,0,0,1,3,3.24,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
346,,"2021-22","28/11/2022",30,"Tigres de Aragua",4,"Leonel Campos",0.2,0,0,0,0,1,1,3,4.35,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
347,,"2021-22","28/11/2022",30,"Tigres de Aragua",5,"Ismael Guillón",0.1,0,0,0,0,0,0,1,9.45,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
348,,"2021-22","28/11/2022",30,"Tigres de Aragua",6,"Ronald Belisario ",2,2,0,0,0,2,1,10,5.79,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
354,"cavjor001","2021-22","30/11/2022",31,"Tiburones de la Guaira",1,"Jorgan Cavanerio ",6,7,3,1,1,0,4,27,2.95,1,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular"
355,"herarn001","2021-22","30/11/2022",31,"Tiburones de la Guaira",2,"Arnaldo Hernandez ",1,0,0,0,0,0,1,3,5.11,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular"
356,"pinjul001","2021-22","30/11/2022",31,"Tiburones de la Guaira",3,"Julio Pinto ",0.1,0,0,0,0,1,0,3,6.1,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular"
357,"guzlui001","2021-22","30/11/2022",31,"Tiburones de la Guaira",4,"Luis Guzman ",0.2,0,0,0,0,0,0,1,4.09,0,0,0,0,1,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular"
358,"infgre001","2021-22","30/11/2022",31,"Tiburones de la Guaira",5,"Gregory Infante ",1,1,0,0,0,1,1,5,8.49,0,0,1,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular"
359,,"2021-22","30/11/2022",31,"Tigres de Aragua",1,"Osmer Morales",4,6,2,2,0,0,2,18,9.72,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular"
360,,"2021-22","30/11/2022",31,"Tigres de Aragua",2,"Francisco Carrillo",2,3,1,1,0,0,0,8,3.38,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular"
361,,"2021-22","30/11/2022",31,"Tigres de Aragua",3,"Leonel Campos ",0.1,1,1,1,0,1,0,3,5.06,0,1,0,0,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular"
362,,"2021-22","30/11/2022",31,"Tigres de Aragua",4,"Ismael Guillón",0.2,0,0,0,0,0,0,1,8.59,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular"
363,,"2021-22","30/11/2022",31,"Tigres de Aragua",5,"Geoff Broussard",1,0,0,0,0,0,2,3,2.81,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular"
364,,"2021-22","30/11/2022",31,"Tigres de Aragua",6,"Henry Alberto Rodriguez",1,1,1,1,0,0,0,4,1.32,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tiburones de la Guaira","regular"
365,,"2021-22","02/12/2022",32,"Leones del Caracas",1,"Jhonathan Diaz",4,4,2,2,0,2,4,18,11.37,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
366,,"2021-22","02/12/2022",32,"Leones del Caracas",2,"Gerson Garabito",1,1,0,0,0,0,0,4,0,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
367,,"2021-22","02/12/2022",32,"Leones del Caracas",3,"Ricardo Rodríguez ",1,0,0,0,0,0,0,3,9,1,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
368,,"2021-22","02/12/2022",32,"Leones del Caracas",4,"Eduardo Paredes",1,0,0,0,0,0,1,3,3.38,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
369,,"2021-22","02/12/2022",32,"Leones del Caracas",5,"Jesus Zambrano",1,0,0,0,0,1,1,4,1.93,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
370,,"2021-22","02/12/2022",32,"Leones del Caracas",6,"Loiger Padron",0,3,2,2,0,0,0,3,10.67,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
371,,"2021-22","02/12/2022",32,"Leones del Caracas",7,"José Torres",1,1,0,0,0,0,3,4,4.11,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de la Guaira","regular"
372,"diavic001","2021-22","02/12/2022",32,"Tiburones de la Guaira",1,"Victor Diaz ",2,5,4,4,1,3,2,14,6.65,0,1,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular"
373,"medhen001","2021-22","02/12/2022",32,"Tiburones de la Guaira",2,"Henry Medina",0.1,2,3,3,1,1,1,4,40.5,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular"
374,"beljoh001","2021-22","02/12/2022",32,"Tiburones de la Guaira",3,"Johan Belisario",2,3,0,0,0,0,1,9,2.89,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular"
375,"guzemi001","2021-22","02/12/2022",32,"Tiburones de la Guaira",4,"Emilker Guzman",1.2,0,0,0,0,0,1,5,3,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular"
376,"jimedu001","2021-22","02/12/2022",32,"Tiburones de la Guaira",5,"Eduardo Jiménez",1,0,0,0,0,0,2,3,6.48,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular"
377,"covraf001","2021-22","02/12/2022",32,"Tiburones de la Guaira",6,"Rafael Cova",1,0,0,0,0,0,1,3,4.5,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular"
378,"pinjul001","2021-22","02/12/2022",32,"Tiburones de la Guaira",7,"Julio Pinto",1,2,2,2,1,1,1,6,7.15,0,0,0,0,0,"Estadio Forum de La Guaira","Leones del Caracas","regular"
380,,"2021-22","02/12/2022",33,"Leones del Caracas",1,"Ronald Herrera",5,4,0,0,0,1,2,18,3.79,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
381,,"2021-22","02/12/2022",33,"Leones del Caracas",2,"Jefry Valdez ",3,0,0,0,0,1,1,10,13.5,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
382,,"2021-22","02/12/2022",33,"Leones del Caracas",3,"Jesus Zambrano ",1,0,0,0,0,0,1,3,1.83,0,0,1,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
379,"guejun001","2021-22","02/12/2022",33,"Tiburones de la Guaira",1,"Junior Guerra ",8,5,1,1,0,1,8,31,2.84,0,1,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular"
383,,"2021-22","04/12/2022",34,"Caribes de Anzoategui",1,"Liarvis Breto ",5.2,7,6,6,0,2,2,26,5.76,1,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
384,,"2021-22","04/12/2022",34,"Caribes de Anzoategui",2,"José Domínguez ",0.1,2,0,0,0,0,0,3,6.92,0,0,0,0,1,"Estadio Universitario","Tiburones de la Guaira","regular"
385,,"2021-22","04/12/2022",34,"Caribes de Anzoategui",3,"Yeizo Campos",0.1,3,2,2,0,1,0,5,3.75,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
386,,"2021-22","04/12/2022",34,"Caribes de Anzoategui",4,"Andres Sotillet ",0.2,0,0,0,0,0,2,3,2.2,0,0,1,0,0,"Estadio Universitario","Tiburones de la Guaira","regular"
387,"herarn001","2021-22","04/12/2022",34,"Tiburones de la Guaira",1,"Arnaldo Hernandez ",0.2,5,4,4,0,0,0,7,7.62,0,1,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular"
388,"ramedu001","2021-22","04/12/2022",34,"Tiburones de la Guaira",2,"Edubray Ramos",2.1,2,1,1,0,1,2,9,9.45,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular"
