"N","Player Id","Temporada","Fecha","Juego","Equipo","orden","Jugador","IP","H","C","CL","HR","BB","SO","BF","EFE","G","P","SV","BS","HLD","Estadio","oponente","ronda","game_pk","day_nigth"
1371,"NA","2022-23","12/11/2022",1,"Aguilas del Zulia",4,"Nomar Rojas",1.1,1,0,0,0,1,0,5,0,0,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714226,"night"
1372,"NA","2022-23","12/11/2022",1,"Aguilas del Zulia",5,"Silvino Bracho ",2,2,1,0,0,0,1,8,1.08,1,0,0,0,0,"Estadio Jose Perez Colmenares","Tigres de Aragua","regular",714226,"night"
1373,"NA","2022-23","12/11/2022",1,"Tigres de Aragua",1,"Guillermo Moscoso",1.2,4,3,2,1,3,0,12,10.8,0,0,0,0,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714226,"night"
1374,"NA","2022-23","12/11/2022",1,"Tigres de Aragua",2,"Carlos Zamora",0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714226,"night"
1375,"NA","2022-23","12/11/2022",1,"Tigres de Aragua",3,"Angelo Palumbo ",0.2,2,1,1,1,0,0,4,3.75,0,0,0,0,1,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714226,"night"
1376,"NA","2022-23","12/11/2022",1,"Tigres de Aragua",4,"Julio Frias ",0.1,0,0,0,0,1,1,2,2.7,0,0,0,0,1,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714226,"night"
1377,"NA","2022-23","12/11/2022",1,"Tigres de Aragua",5,"Claudio Custodio ",3,2,0,0,0,1,2,11,0,0,0,0,0,1,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714226,"night"
1378,"NA","2022-23","12/11/2022",1,"Tigres de Aragua",6,"Connor Law ",0.1,1,1,1,0,1,0,3,2.45,0,0,0,0,1,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714226,"night"
1379,"NA","2022-23","12/11/2022",1,"Tigres de Aragua",7,"Jonathan Vargas ",1.1,1,0,0,0,0,0,4,3.72,0,0,0,1,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714226,"night"
1380,"NA","2022-23","12/11/2022",1,"Tigres de Aragua",8,"Adam Hofacket",1.1,1,0,0,0,2,1,7,2.35,0,0,0,0,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714226,"night"
1381,"NA","2022-23","12/11/2022",1,"Tigres de Aragua",9,"Jorge Rondon ",1,1,2,0,0,0,0,4,21.94,0,1,0,0,0,"Estadio Jose Perez Colmenares","Aguilas del Zulia","regular",714226,"night"
1382,"NA","2022-23","13/11/2022",1,"Aguilas del Zulia",1,"Jose A. Flores ",4.1,3,5,1,1,1,2,18,1.42,0,1,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714365,"night"
1383,"NA","2022-23","13/11/2022",1,"Aguilas del Zulia",2,"Jefferson Medina",0.2,1,0,0,0,1,1,4,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714365,"night"
1384,"NA","2022-23","13/11/2022",1,"Aguilas del Zulia",3,"Arcenio Leon",0.1,3,3,2,0,1,0,5,2.7,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714365,"night"
1385,"NA","2022-23","13/11/2022",1,"Aguilas del Zulia",4,"Luis Moncada",1.1,0,0,0,0,0,0,4,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714365,"night"
1386,"NA","2022-23","13/11/2022",1,"Aguilas del Zulia",5,"Alexis Tapia",0.1,0,0,0,0,0,1,1,1.08,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714365,"night"
1387,"NA","2022-23","13/11/2022",1,"Aguilas del Zulia",6,"Francisco Carrillo",1,0,0,0,0,0,2,3,2.16,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Cardenales de Lara","regular",714365,"night"
1388,"NA","2022-23","13/11/2022",1,"Cardenales de Lara",1,"Williams Pérez",2.2,6,4,4,0,0,1,14,7.62,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Aguilas del Zulia","regular",714365,"night"
1389,"NA","2022-23","13/11/2022",1,"Cardenales de Lara",2,"Brayan Perez",1.1,0,0,0,0,0,0,5,1.23,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Aguilas del Zulia","regular",714365,"night"
1390,"NA","2022-23","13/11/2022",1,"Cardenales de Lara",3,"Wladimir Pinto",0.2,0,0,0,0,1,0,3,4.5,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Aguilas del Zulia","regular",714365,"night"
1391,"NA","2022-23","13/11/2022",1,"Cardenales de Lara",4,"Yapson Gomez ",1.1,0,0,0,0,0,1,4,1.93,1,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Aguilas del Zulia","regular",714365,"night"
1392,"NA","2022-23","13/11/2022",1,"Cardenales de Lara",5,"James Dykstra",1,1,0,0,0,0,1,4,6.75,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Aguilas del Zulia","regular",714365,"night"
1393,"NA","2022-23","13/11/2022",1,"Cardenales de Lara",6,"Darwinzon Hernandez",1,2,0,0,0,0,2,5,0,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Aguilas del Zulia","regular",714365,"night"
1394,"NA","2022-23","13/11/2022",1,"Cardenales de Lara",7,"Vicente Campos",1,1,0,0,0,0,1,4,5.63,0,0,0,0,0,"Estadio Antonio Herrera Gutierrez","Aguilas del Zulia","regular",714365,"night"
1395,"NA","2022-23","13/11/2022",1,"Caribes de Anzoategui",1,"Omar Bencomo",1,0,2,2,0,4,2,7,5.52,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714311,"night"
1396,"NA","2022-23","13/11/2022",1,"Caribes de Anzoategui",2,"Manuel Cachutt",2,2,0,0,0,1,1,9,1.08,0,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714311,"night"
1397,"NA","2022-23","13/11/2022",1,"Caribes de Anzoategui",3,"Eduardo Salazar ",2.2,5,2,2,1,1,5,15,2.61,0,0,0,0,1,"Estadio Universitario","Leones del Caracas","regular",714311,"night"
1398,"NA","2022-23","13/11/2022",1,"Caribes de Anzoategui",4,"Loiger Padron ",0.1,2,1,1,0,0,0,3,1.04,1,0,0,0,0,"Estadio Universitario","Leones del Caracas","regular",714311,"night"
1399,"NA","2022-23","13/11/2022",1,"Caribes de Anzoategui",5,"José Torres ",1,0,0,0,0,0,1,3,3.72,0,0,0,0,1,"Estadio Universitario","Leones del Caracas","regular",714311,"night"
1400,"NA","2022-23","13/11/2022",1,"Caribes de Anzoategui",6,"Jesus Balaguer ",1,0,0,0,0,0,2,3,5.79,0,0,0,0,1,"Estadio Universitario","Leones del Caracas","regular",714311,"night"
1401,"NA","2022-23","13/11/2022",1,"Caribes de Anzoategui",7,"Andres Sotillet ",1,1,0,0,0,0,1,4,0.93,0,0,1,0,0,"Estadio Universitario","Leones del Caracas","regular",714311,"night"
1402,"NA","2022-23","13/11/2022",1,"Leones del Caracas",1,"Carlos Quevedo",0.2,2,4,4,1,2,0,6,54,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714311,"night"
1403,"NA","2022-23","13/11/2022",1,"Leones del Caracas",2,"Luis Rico",1.1,1,0,0,0,0,1,5,0,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714311,"night"
1404,"NA","2022-23","13/11/2022",1,"Leones del Caracas",3,"Jesus Zambrano",2,1,0,0,0,0,1,7,7.5,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714311,"night"
1405,"NA","2022-23","13/11/2022",1,"Leones del Caracas",4,"Alfred Gutierrez",1,1,1,1,0,1,0,5,3.6,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714311,"night"
1406,"NA","2022-23","13/11/2022",1,"Leones del Caracas",5,"Ricardo Rodríguez",1,0,0,0,0,0,0,3,2.25,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714311,"night"
1407,"NA","2022-23","13/11/2022",1,"Leones del Caracas",6,"José Mujica ",0.2,3,2,2,0,0,1,5,5.4,0,1,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714311,"night"
1408,"NA","2022-23","13/11/2022",1,"Leones del Caracas",7,"Danny Rondon",1.1,2,1,1,1,0,1,6,2.08,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714311,"night"
1409,"NA","2022-23","13/11/2022",1,"Leones del Caracas",8,"Norwith Gudino",1,0,0,0,0,0,1,3,6.75,0,0,0,0,0,"Estadio Universitario","Caribes de Anzoategui","regular",714311,"night"
1410,"NA","2022-23","13/11/2022",1,"Tigres de Aragua",1,"Matt Solter",5.1,3,0,0,0,4,0,21,3.57,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714250,"night"
1411,"NA","2022-23","13/11/2022",1,"Tigres de Aragua",2,"Julio Frias",0.2,1,0,0,0,1,0,3,2.25,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714250,"night"
1412,"NA","2022-23","13/11/2022",1,"Tigres de Aragua",3,"Junior Rincon",1.1,1,0,0,0,1,0,6,0,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714250,"night"
1413,"NA","2022-23","13/11/2022",1,"Tigres de Aragua",4,"Jonathan Vargas",0.2,1,0,0,0,0,1,3,3.48,0,0,0,0,0,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714250,"night"
1414,"NA","2022-23","13/11/2022",1,"Tigres de Aragua",5,"Pedro Rodriguez ",0.2,1,1,1,0,1,0,4,14.29,0,1,0,0,0,"Estadio Forum de La Guaira","Tiburones de La Guaira","regular",714250,"night"
1415,"manoliv001","2022-23","13/11/2022",1,"Tiburones de la Guaira",1,"Manuel Olivares",6,4,0,0,0,2,2,22,0.93,0,0,0,0,0,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714250,"night"
1416,"herarn001","2022-23","13/11/2022",1,"Tiburones de la Guaira",2,"Arnaldo Hernandez",1,0,0,0,0,0,2,3,0.93,0,0,0,0,0,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714250,"night"
1417,"borsam001","2022-23","13/11/2022",1,"Tiburones de la Guaira",3,"Sam Bordner",1.1,1,0,0,0,0,2,5,0,0,0,0,0,0,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714250,"night"
1418,"ramedu001","2022-23","13/11/2022",1,"Tiburones de la Guaira",4,"Edubray Ramos ",0.2,1,0,0,0,0,0,2,0,1,0,0,0,0,"Estadio Forum de La Guaira","Tigres de Aragua","regular",714250,"night"
1419,"NA","2022-23","13/11/2022",1,"Navegantes del Magallanes",1,"Ricardo Sánchez",6,6,2,2,0,1,6,25,2.11,0,0,0,0,0,"Estadio Jose Bernardo Perez","Bravos de Margarita","regular",714396,"night"
1420,"NA","2022-23","13/11/2022",1,"Navegantes del Magallanes",2,"Felix Doubront ",0,3,3,3,1,0,0,3,18,0,1,0,0,0,"Estadio Jose Bernardo Perez","Bravos de Margarita","regular",714396,"night"
1421,"NA","2022-23","13/11/2022",1,"Navegantes del Magallanes",3,"Eduard Bazardo",0.1,3,3,3,0,1,0,5,6.23,0,0,0,0,0,"Estadio Jose Bernardo Perez","Bravos de Margarita","regular",714396,"night"
1422,"NA","2022-23","13/11/2022",1,"Navegantes del Magallanes",4,"Jose Martinez",0.2,0,0,0,0,0,0,2,1.35,0,0,0,0,0,"Estadio Jose Bernardo Perez","Bravos de Margarita","regular",714396,"night"
1423,"NA","2022-23","13/11/2022",1,"Navegantes del Magallanes",5,"Anthony Vizcaya",1,1,0,0,0,0,0,4,4.15,0,0,0,0,0,"Estadio Jose Bernardo Perez","Bravos de Margarita","regular",714396,"night"
1424,"NA","2022-23","13/11/2022",1,"Bravos de Margarita",1,"Jesús Castillo",2.1,6,2,2,1,2,1,15,6.75,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714396,"night"
1425,"NA","2022-23","13/11/2022",1,"Bravos de Margarita",2,"David Ramos",2.2,2,0,0,0,1,0,10,2.7,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714396,"night"
1426,"NA","2022-23","13/11/2022",1,"Bravos de Margarita",3,"Yender Cáramo ",2,2,0,0,0,0,0,7,0.69,1,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714396,"night"
1427,"NA","2022-23","13/11/2022",1,"Bravos de Margarita",4,"Dimitri Kourtis",1,0,0,0,0,0,1,3,3.86,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714396,"night"
1428,"NA","2022-23","13/11/2022",1,"Bravos de Margarita",5,"Carlos Navas",0.1,0,1,1,0,4,0,5,6.75,0,0,0,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714396,"night"
1429,"NA","2022-23","13/11/2022",1,"Bravos de Margarita",6,"Ivan Hernandez ",0.2,0,0,0,0,0,0,2,5.14,0,0,1,0,0,"Estadio Jose Bernardo Perez","Navegantes del Magallanes","regular",714396,"night"
1430,"NA","2022-23","15/11/2022",1,"Leones del Caracas",1,"Jesus Vargas",5.2,5,1,1,0,2,0,23,1.77,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714338,"night"
1431,"NA","2022-23","15/11/2022",1,"Leones del Caracas",2,"Yoimer Camacho",0.1,0,0,0,0,0,0,1,2.25,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714338,"night"
1432,"NA","2022-23","15/11/2022",1,"Leones del Caracas",3,"Miguel Socolovich ",0,2,3,3,0,1,0,4,5.63,0,1,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714338,"night"
1433,"NA","2022-23","15/11/2022",1,"Leones del Caracas",4,"Jesus Zambrano",1,1,0,0,0,1,0,5,6.43,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714338,"night"
1434,"NA","2022-23","15/11/2022",1,"Leones del Caracas",5,"Ricardo Rodríguez",1,0,0,0,0,0,0,3,2,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714338,"night"
1435,"NA","2022-23","15/11/2022",1,"Caribes de Anzoategui",1,"David Martinez",3.2,3,0,0,0,1,5,15,2.61,0,0,0,0,0,"Estadio Alfonso Carrasquel","Leones del Caracas","regular",714338,"night"
1436,"NA","2022-23","15/11/2022",1,"Caribes de Anzoategui",2,"Loiger Padron",1,1,0,0,0,0,1,4,0.93,0,0,0,0,0,"Estadio Alfonso Carrasquel","Leones del Caracas","regular",714338,"night"
1437,"NA","2022-23","15/11/2022",1,"Caribes de Anzoategui",3,"Jairo Díaz ",0.1,0,0,0,0,1,0,2,9,0,0,0,0,1,"Estadio Alfonso Carrasquel","Leones del Caracas","regular",714338,"night"
1438,"NA","2022-23","15/11/2022",1,"Caribes de Anzoategui",4,"Lester Oliveros ",1,1,1,1,0,1,2,5,3,0,0,0,1,0,"Estadio Alfonso Carrasquel","Leones del Caracas","regular",714338,"night"
1439,"NA","2022-23","15/11/2022",1,"Caribes de Anzoategui",5,"José Torres ",1,1,0,0,0,0,1,4,3.38,1,0,0,0,0,"Estadio Alfonso Carrasquel","Leones del Caracas","regular",714338,"night"
1440,"NA","2022-23","15/11/2022",1,"Caribes de Anzoategui",6,"Jesus Balaguer ",1,1,1,0,0,1,1,5,5.23,0,0,0,0,1,"Estadio Alfonso Carrasquel","Leones del Caracas","regular",714338,"night"
1441,"NA","2022-23","15/11/2022",1,"Caribes de Anzoategui",7,"Andres Sotillet ",1,1,1,1,1,0,1,4,1.69,0,0,1,0,0,"Estadio Alfonso Carrasquel","Leones del Caracas","regular",714338,"night"
1442,"NA","2022-23","15/11/2022",1,"Cardenales de Lara",1,"Fabian Blanco",3,3,2,2,0,2,3,13,2.31,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714390,"night"
1443,"NA","2022-23","15/11/2022",1,"Cardenales de Lara",2,"Luis Contreras ",1,1,1,1,0,1,0,5,4.5,1,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714390,"night"
1444,"NA","2022-23","15/11/2022",1,"Cardenales de Lara",3,"Pedro Garcia",1,1,1,1,1,0,1,4,10.8,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714390,"night"
1445,"NA","2022-23","15/11/2022",1,"Cardenales de Lara",4,"Brayan Perez",0.2,3,1,1,0,0,0,5,2.25,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714390,"night"
1446,"NA","2022-23","15/11/2022",1,"Cardenales de Lara",5,"Yapson Gomez",0.1,0,0,0,0,0,1,1,1.86,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714390,"night"
1447,"NA","2022-23","15/11/2022",1,"Cardenales de Lara",6,"Luís Madero",1,0,0,0,0,0,0,3,9.45,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714390,"night"
1448,"NA","2022-23","15/11/2022",1,"Cardenales de Lara",7,"Jean Machi",1,1,0,0,0,0,0,3,9,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714390,"night"
1449,"NA","2022-23","15/11/2022",1,"Cardenales de Lara",8,"Jesus Sanchez",1,0,0,0,0,0,0,3,1.42,0,0,0,0,0,"Estadio Forum de La Guaira","Bravos de Margarita","regular",714390,"night"
1450,"NA","2022-23","15/11/2022",1,"Bravos de Margarita",1,"Dilmer Mejia ",2.2,6,4,4,2,0,1,13,13.5,0,1,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714390,"night"
1451,"NA","2022-23","15/11/2022",1,"Bravos de Margarita",2,"Melvi Acosta",1.1,4,3,2,0,1,0,9,13.5,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714390,"night"
1452,"NA","2022-23","15/11/2022",1,"Bravos de Margarita",3,"Luis Rijo",0.2,2,3,3,0,1,1,5,27,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714390,"night"
1453,"NA","2022-23","15/11/2022",1,"Bravos de Margarita",4,"Jesus Martinez",0.1,1,0,0,0,1,0,3,0,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714390,"night"
1454,"NA","2022-23","15/11/2022",1,"Bravos de Margarita",5,"Victor Romero",1.2,1,2,2,0,0,1,7,10.8,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714390,"night"
1455,"NA","2022-23","15/11/2022",1,"Bravos de Margarita",6,"Pedro Rodriguez",1.1,3,2,2,0,2,0,9,13.5,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714390,"night"
1456,"jimdan001","2022-23","15/11/2022",1,"Bravos de Margarita",7,"Dedgar Jimenez",1,1,0,0,0,1,0,5,0,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara","regular",714390,"night"
1457,"NA","2022-23","15/11/2022",1,"Navegantes del Magallanes",1,"Erick Leal ",5,3,4,4,1,2,2,19,3.24,0,1,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714254,"night"
1458,"NA","2022-23","15/11/2022",1,"Navegantes del Magallanes",2,"Nivaldo Rodriguez",0,2,4,3,0,1,0,4,7.82,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714254,"night"
1459,"NA","2022-23","15/11/2022",1,"Navegantes del Magallanes",3,"Jose Martinez",0,2,3,3,0,1,0,3,5.4,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714254,"night"
1460,"NA","2022-23","15/11/2022",1,"Navegantes del Magallanes",4,"Jose Ascanio",0.1,2,2,1,0,1,0,5,3.68,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714254,"night"
1461,"NA","2022-23","15/11/2022",1,"Navegantes del Magallanes",5,"Jesus Fandino",0.2,0,0,0,0,0,0,2,3.68,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714254,"night"
1462,"NA","2022-23","15/11/2022",1,"Navegantes del Magallanes",6,"Alvin Herrera",1,0,0,0,0,1,0,4,7.36,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714254,"night"
1463,"guzjes001","2022-23","15/11/2022",1,"Navegantes del Magallanes",7,"Jose Guzman",1,1,0,0,0,0,0,4,0,0,0,0,0,0,"Estadio Universitario","Tiburones de La Guaira","regular",714254,"night"
1464,"diavic001","2022-23","15/11/2022",1,"Tiburones de la Guaira",1,"Victor Diaz",3.1,6,2,2,2,2,3,17,3.66,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",714254,"night"
1465,"garram001","2022-23","15/11/2022",1,"Tiburones de la Guaira",2,"Ramon Garcia",1,1,1,1,0,0,1,7,3.38,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",714254,"night"
1466,"acoald001","2022-23","15/11/2022",1,"Tiburones de la Guaira",3,"Aldry Acosta ",1.2,0,0,0,0,0,0,4,0,1,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",714254,"night"
1467,"infgre001","2022-23","15/11/2022",1,"Tiburones de la Guaira",4,"Gregory Infante",1,1,0,0,0,0,2,4,4.15,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",714254,"night"
1468,"guzlui001","2022-23","15/11/2022",1,"Tiburones de la Guaira",5,"Luis Guzman",0,2,3,3,0,2,0,4,81,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",714254,"night"
1469,"herrob001","2022-23","15/11/2022",1,"Tiburones de la Guaira",6,"Robinson Hernandez",2,3,0,0,0,0,3,8,4.7,0,0,0,0,0,"Estadio Universitario","Navegantes del Magallanes","regular",714254,"night"
1470,"NA","2022-23","15/11/2022",1,"Tigres de Aragua",1,"Angel Padron ",5,6,0,0,0,1,4,22,3.27,1,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714420,"night"
1471,"NA","2022-23","15/11/2022",1,"Tigres de Aragua",2,"Connor Law",0.2,2,2,2,0,1,0,5,4.5,0,0,0,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714420,"night"
1472,"NA","2022-23","15/11/2022",1,"Tigres de Aragua",3,"Jonathan Vargas ",0.1,1,0,0,0,0,0,2,3.38,0,0,0,0,1,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714420,"night"
1473,"NA","2022-23","15/11/2022",1,"Tigres de Aragua",4,"Junior Rincon ",1,0,0,0,0,0,1,3,0,0,0,0,0,1,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714420,"night"
1474,"NA","2022-23","15/11/2022",1,"Tigres de Aragua",5,"Pedro Rodriguez ",0.1,2,1,1,0,1,1,4,15,0,0,0,0,1,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714420,"night"
1475,"NA","2022-23","15/11/2022",1,"Tigres de Aragua",6,"Adam Hofacket ",1.2,0,0,0,0,0,0,5,1.93,0,0,1,0,0,"Estadio Luis Aparicio","Aguilas del Zulia","regular",714420,"night"
1476,"NA","2022-23","15/11/2022",1,"Aguilas del Zulia",1,"Mickey Jannis ",4.1,3,4,2,0,2,1,18,3.18,0,1,0,0,0,"Estadio Luis Aparicio","Tigres de Aragua","regular",714420,"night"
1477,"NA","2022-23","15/11/2022",1,"Aguilas del Zulia",2,"Luis Moncada",0.2,0,1,1,0,1,1,3,1.93,0,0,0,0,0,"Estadio Luis Aparicio","Tigres de Aragua","regular",714420,"night"
1478,"NA","2022-23","15/11/2022",1,"Aguilas del Zulia",3,"Alexis Tapia",0.2,0,0,0,0,3,0,5,1,0,0,0,0,0,"Estadio Luis Aparicio","Tigres de Aragua","regular",714420,"night"
1479,"NA","2022-23","15/11/2022",1,"Aguilas del Zulia",4,"Luis Cedeno",0.1,0,0,0,0,0,0,1,6.75,0,0,0,0,0,"Estadio Luis Aparicio","Tigres de Aragua","regular",714420,"night"
1480,"NA","2022-23","15/11/2022",1,"Aguilas del Zulia",5,"Elvis Araujo",1,0,0,0,0,0,0,3,5.11,0,0,0,0,0,"Estadio Luis Aparicio","Tigres de Aragua","regular",714420,"night"
1481,"NA","2022-23","15/11/2022",1,"Aguilas del Zulia",6,"Francisco Carrillo",1,0,0,0,0,1,0,4,1.93,0,0,0,0,0,"Estadio Luis Aparicio","Tigres de Aragua","regular",714420,"night"
1482,"NA","2022-23","15/11/2022",1,"Aguilas del Zulia",7,"Nomar Rojas",1,0,0,0,0,0,2,3,0,0,0,0,0,0,"Estadio Luis Aparicio","Tigres de Aragua","regular",714420,"night"
1483,"NA","2022-23","16/11/2022",1,"Leones del Caracas",1,"Aliangel Lopez",2,3,3,3,0,3,0,11,2.04,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714340,"night"
1484,"NA","2022-23","16/11/2022",1,"Leones del Caracas",2,"Danny Rondon",1,1,0,0,0,1,0,3,1.69,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714340,"night"
1485,"NA","2022-23","16/11/2022",1,"Leones del Caracas",3,"Tiago Da Silva ",2,0,0,0,0,0,1,7,2.45,0,0,0,0,1,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714340,"night"
1486,"NA","2022-23","16/11/2022",1,"Leones del Caracas",4,"Ricardo Rodríguez ",0.2,1,2,2,0,2,0,4,3.72,0,1,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714340,"night"
1487,"NA","2022-23","16/11/2022",1,"Leones del Caracas",5,"Yoimer Camacho ",0.1,1,0,0,0,1,0,4,2.19,0,0,0,1,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714340,"night"
1488,"NA","2022-23","16/11/2022",1,"Leones del Caracas",6,"José Mujica",1,0,0,0,0,0,0,4,4.7,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714340,"night"
1489,"NA","2022-23","16/11/2022",1,"Leones del Caracas",7,"Luis Rico",0.2,1,1,1,0,0,0,3,3.38,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714340,"night"
1490,"NA","2022-23","16/11/2022",1,"Leones del Caracas",8,"Norwith Gudino",0.1,1,0,0,0,1,0,3,5.4,0,0,0,0,0,"Estadio Alfonso Carrasquel","Caribes de Anzoategui","regular",714340,"night"
