"N","Player id","Temporada","Fecha","Juego","Equipo","Posicion","Orden_bat","Jugador","AB","R","H","2B","3B","HR","RBI","BB","SO","LOB","AVE","Estadio","oponente"
228,,"2021-22","05/11/2021",11,"Tigres de Aragua","C",8,"Francisco Arcia ",3,0,0,0,0,0,0,0,1,4,0.167,"Estadio Universitario","Tiburones de la Guaira"
229,,"2021-22","05/11/2021",11,"Tigres de Aragua","PH-C",,"Wilfredo Gimenez ",1,0,0,0,0,0,0,0,0,0,0.133,"Estadio Universitario","Tiburones de la Guaira"
230,,"2021-22","05/11/2021",11,"Tigres de Aragua","SS",9,"Deiner Lopez ",4,0,1,1,0,0,2,1,2,0,0.357,"Estadio Universitario","Tiburones de la Guaira"
231,"sosjun001","2021-22","05/11/2021",11,"Tiburones de la Guaira","CF",1,"Junior Sosa ",6,1,2,1,0,0,1,0,0,2,0.333,"Estadio Universitario","Tigres de Aragua"
232,"lujjes001","2021-22","05/11/2021",11,"Tiburones de la Guaira","CF",,"Jesus Lujano ",0,0,0,0,0,0,0,0,0,0,0.8,"Estadio Universitario","Tigres de Aragua"
233,"rocbra001","2021-22","05/11/2021",11,"Tiburones de la Guaira","2B",2,"Brayan Rocchio ",5,2,2,1,0,0,1,0,0,1,0.429,"Estadio Universitario","Tigres de Aragua"
234,"duredg001","2021-22","05/11/2021",11,"Tiburones de la Guaira","PH-2B",,"Edgar Duran ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tigres de Aragua"
235,"vasdan001","2021-22","05/11/2021",11,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,3,2,0,0,0,1,2,1,1,0.293,"Estadio Universitario","Tigres de Aragua"
236,"maydan001","2021-22","05/11/2021",11,"Tiburones de la Guaira","1B",4,"Daniel Mayora ",4,2,1,0,0,0,0,1,2,3,0.278,"Estadio Universitario","Tigres de Aragua"
237,"genric001","2021-22","05/11/2021",11,"Tiburones de la Guaira","PH-1B",,"Ricardo Genovés ",1,0,0,0,0,0,0,0,0,0,0.214,"Estadio Universitario","Tigres de Aragua"
238,"marteo001","2021-22","05/11/2021",11,"Tiburones de la Guaira","LF",5,"Teodoro Martinez ",5,3,3,0,0,0,2,0,1,2,0.375,"Estadio Universitario","Tigres de Aragua"
239,"marraf001","2021-22","05/11/2021",11,"Tiburones de la Guaira","DH",6,"Rafael Marchan ",2,3,2,0,0,0,1,3,0,0,0.333,"Estadio Universitario","Tigres de Aragua"
240,"ferjua001","2021-22","05/11/2021",11,"Tiburones de la Guaira","C",7,"Juan Fernandez ",4,2,3,1,0,0,6,0,0,1,0.591,"Estadio Universitario","Tigres de Aragua"
241,"avilu001","2021-22","05/11/2021",11,"Tiburones de la Guaira","3B",8,"Luis Aviles Jr",5,0,3,0,0,0,4,0,0,2,0.256,"Estadio Universitario","Tigres de Aragua"
242,"garmai002","2021-22","05/11/2021",11,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",5,1,1,0,0,0,1,0,1,5,0.214,"Estadio Universitario","Tigres de Aragua"
243,"sosjun001","2021-22","06/11/2021",12,"Tiburones de la Guaira","CF",1,"Junior Sosa ",5,2,2,1,0,0,0,0,1,1,0.342,"Estadio Universitario","Leones del Caracas"
244,"rocbra001","2021-22","06/11/2021",12,"Tiburones de la Guaira","SS",2,"Brayan Rocchio ",4,0,1,0,0,0,2,1,1,1,0.41,"Estadio Universitario","Leones del Caracas"
245,"vasdan001","2021-22","06/11/2021",12,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",5,2,2,0,0,0,2,0,1,1,0.304,"Estadio Universitario","Leones del Caracas"
246,"marteo001","2021-22","06/11/2021",12,"Tiburones de la Guaira","LF",4,"Teodoro Martinez ",5,1,2,0,0,1,3,0,0,1,0.378,"Estadio Universitario","Leones del Caracas"
247,"avilu001","2021-22","06/11/2021",12,"Tiburones de la Guaira","3B",5,"Luis Aviles Jr",5,0,3,0,0,0,0,0,2,0,0.292,"Estadio Universitario","Leones del Caracas"
248,"ferjua001","2021-22","06/11/2021",12,"Tiburones de la Guaira","DH",6,"Juan Fernandez ",5,0,0,0,0,0,0,0,1,5,0.481,"Estadio Universitario","Leones del Caracas"
249,"guzjes001","2021-22","06/11/2021",12,"Tiburones de la Guaira","1B",7,"Jesus Guzman ",4,1,2,0,0,1,1,0,1,0,0.4,"Estadio Universitario","Leones del Caracas"
250,"duredg001","2021-22","06/11/2021",12,"Tiburones de la Guaira","2B",8,"Edgar Duran ",4,1,1,0,0,0,0,0,1,2,0.2,"Estadio Universitario","Leones del Caracas"
251,"genric001","2021-22","06/11/2021",12,"Tiburones de la Guaira","C",9,"Ricardo Genovés ",3,2,1,0,0,0,0,1,1,1,0.235,"Estadio Universitario","Leones del Caracas"
252,,"2021-22","06/11/2021",12,"Leones del Caracas","2B",1,"Cesar Valera ",5,1,2,0,0,1,5,0,2,1,0.333,"Estadio Universitario","Tiburones de la Guaira"
253,,"2021-22","06/11/2021",12,"Leones del Caracas","DH",2,"Yosmany Guerra ",4,1,3,0,1,0,0,1,0,1,0.412,"Estadio Universitario","Tiburones de la Guaira"
254,,"2021-22","06/11/2021",12,"Leones del Caracas","PR-DH",,"Jose R. Flores ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
255,,"2021-22","06/11/2021",12,"Leones del Caracas","SS",3,"Wilfredo Tovar ",4,0,1,0,0,0,0,1,0,1,0.435,"Estadio Universitario","Tiburones de la Guaira"
256,,"2021-22","06/11/2021",12,"Leones del Caracas","1B",4,"Aldrem Corredor ",4,1,1,0,0,0,1,0,0,4,0.321,"Estadio Universitario","Tiburones de la Guaira"
257,,"2021-22","06/11/2021",12,"Leones del Caracas","3B",5,"Ronny Cedeno ",3,1,2,0,0,0,0,1,0,1,0.273,"Estadio Universitario","Tiburones de la Guaira"
258,,"2021-22","06/11/2021",12,"Leones del Caracas","LF",6,"Romer Cuadrado ",3,2,1,1,0,0,0,1,1,2,0.326,"Estadio Universitario","Tiburones de la Guaira"
259,,"2021-22","06/11/2021",12,"Leones del Caracas","C",7,"Erick Castillo ",4,2,1,0,0,1,4,0,0,3,0.289,"Estadio Universitario","Tiburones de la Guaira"
260,,"2021-22","06/11/2021",12,"Leones del Caracas","RF",8,"Anthony Jimenez ",4,1,2,0,0,0,1,0,1,0,0.205,"Estadio Universitario","Tiburones de la Guaira"
261,,"2021-22","06/11/2021",12,"Leones del Caracas","CF",9,"Angel Aponte ",3,2,0,0,0,0,0,1,1,4,0.379,"Estadio Universitario","Tiburones de la Guaira"
286,,"2021-22","09/11/2021",14,"Aguilas del Zulia","3B",1,"Ali Castillo ",4,0,2,0,0,0,1,0,0,1,0.393,"Estadio Universitario","Tiburones de la Guaira"
287,,"2021-22","09/11/2021",14,"Aguilas del Zulia","2B",2,"Osleivis Basabe ",4,0,0,0,0,0,0,0,0,4,0.25,"Estadio Universitario","Tiburones de la Guaira"
288,,"2021-22","09/11/2021",14,"Aguilas del Zulia","DH",3,"Héctor Sánchez ",4,0,1,0,0,0,0,0,1,1,0.261,"Estadio Universitario","Tiburones de la Guaira"
289,,"2021-22","09/11/2021",14,"Aguilas del Zulia","RF",4,"Angel Reyes ",4,0,0,0,0,0,0,0,2,1,0.196,"Estadio Universitario","Tiburones de la Guaira"
290,,"2021-22","09/11/2021",14,"Aguilas del Zulia","C",5,"Jose Herrera ",3,0,0,0,0,0,0,1,1,0,0.318,"Estadio Universitario","Tiburones de la Guaira"
291,,"2021-22","09/11/2021",14,"Aguilas del Zulia","1B",6,"José Briceño ",4,0,0,0,0,0,0,0,0,1,0.231,"Estadio Universitario","Tiburones de la Guaira"
292,,"2021-22","09/11/2021",14,"Aguilas del Zulia","LF",7,"Yonathan Perlaza ",3,1,1,0,0,0,0,0,0,0,0.277,"Estadio Universitario","Tiburones de la Guaira"
293,,"2021-22","09/11/2021",14,"Aguilas del Zulia","LF",,"Kenedy Corona ",0,0,0,0,0,0,0,0,0,0,0.333,"Estadio Universitario","Tiburones de la Guaira"
294,,"2021-22","09/11/2021",14,"Aguilas del Zulia","PH",,"Alex Romero ",1,0,0,0,0,0,0,0,0,0,0.262,"Estadio Universitario","Tiburones de la Guaira"
295,,"2021-22","09/11/2021",14,"Aguilas del Zulia","SS",8,"Humberto Arteaga ",4,1,2,0,0,0,0,0,1,0,0.26,"Estadio Universitario","Tiburones de la Guaira"
296,,"2021-22","09/11/2021",14,"Aguilas del Zulia","CF",9,"Luis Alexander Basabe ",3,1,1,0,1,0,2,1,1,1,0.176,"Estadio Universitario","Tiburones de la Guaira"
297,"lujjes001","2021-22","09/11/2021",14,"Tiburones de la Guaira","CF",1,"Jesus Lujano ",4,1,1,0,0,0,0,0,1,2,0.556,"Estadio Universitario","Aguilas del Zulia"
298,"marteo001","2021-22","09/11/2021",14,"Tiburones de la Guaira","LF",2,"Teodoro Martinez ",3,2,1,0,0,0,0,1,0,2,0.341,"Estadio Universitario","Aguilas del Zulia"
299,"vasdan001","2021-22","09/11/2021",14,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",3,1,0,0,0,0,0,1,0,1,0.283,"Estadio Universitario","Aguilas del Zulia"
300,"infdie001","2021-22","09/11/2021",14,"Tiburones de la Guaira","RF",,"Diego Infante ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Aguilas del Zulia"
301,"guzjes001","2021-22","09/11/2021",14,"Tiburones de la Guaira","1B",4,"Jesus Guzman ",3,0,1,0,0,0,2,1,2,0,0.5,"Estadio Universitario","Aguilas del Zulia"
302,"avilu001","2021-22","09/11/2021",14,"Tiburones de la Guaira","3B",5,"Luis Aviles Jr",3,0,0,0,0,0,0,1,2,2,0.255,"Estadio Universitario","Aguilas del Zulia"
303,"ferjua001","2021-22","09/11/2021",14,"Tiburones de la Guaira","C",6,"Juan Fernandez ",3,1,1,0,0,1,1,1,0,2,0.515,"Estadio Universitario","Aguilas del Zulia"
304,"perjai001","2021-22","09/11/2021",14,"Tiburones de la Guaira","DH",7,"Jairo Perez ",4,0,0,0,0,0,0,0,1,5,0.25,"Estadio Universitario","Aguilas del Zulia"
305,"duredg001","2021-22","09/11/2021",14,"Tiburones de la Guaira","2B",8,"Edgar Duran ",3,0,0,0,0,0,0,1,1,0,0.125,"Estadio Universitario","Aguilas del Zulia"
306,"garmai002","2021-22","09/11/2021",14,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",3,0,1,0,0,0,0,0,0,0,0.2,"Estadio Universitario","Aguilas del Zulia"
331,,"2021-22","11/11/2021",16,"Leones del Caracas","2B-3B",1,"Cesar Valera ",5,1,1,1,0,0,0,0,1,1,0.299,"Estadio Universitario","Tiburones de la Guaira"
332,,"2021-22","11/11/2021",16,"Leones del Caracas","DH",2,"Yosmany Guerra ",4,1,1,1,0,0,1,0,1,0,0.424,"Estadio Universitario","Tiburones de la Guaira"
333,,"2021-22","11/11/2021",16,"Leones del Caracas","PH-DH",,"Leandro Cedeno ",1,0,0,0,0,0,0,0,0,0,0.091,"Estadio Universitario","Tiburones de la Guaira"
334,,"2021-22","11/11/2021",16,"Leones del Caracas","SS",3,"Wilfredo Tovar ",4,1,1,0,0,0,1,0,1,0,0.397,"Estadio Universitario","Tiburones de la Guaira"
335,,"2021-22","11/11/2021",16,"Leones del Caracas","SS",,"Antonio Pinero ",0,0,0,0,0,0,0,0,0,0,0.1,"Estadio Universitario","Tiburones de la Guaira"
336,,"2021-22","11/11/2021",16,"Leones del Caracas","LF",4,"Aldrem Corredor ",4,1,3,1,0,1,2,0,0,0,0.366,"Estadio Universitario","Tiburones de la Guaira"
337,,"2021-22","11/11/2021",16,"Leones del Caracas","3B",5,"Ronny Cedeno ",4,0,1,1,0,0,0,0,1,2,0.313,"Estadio Universitario","Tiburones de la Guaira"
338,,"2021-22","11/11/2021",16,"Leones del Caracas","2B",,"Jose R. Flores ",0,0,0,0,0,0,0,0,0,0,0,"Estadio Universitario","Tiburones de la Guaira"
339,,"2021-22","11/11/2021",16,"Leones del Caracas","RF",6,"Romer Cuadrado ",2,2,1,1,0,0,0,2,0,0,0.293,"Estadio Universitario","Tiburones de la Guaira"
340,,"2021-22","11/11/2021",16,"Leones del Caracas","1B",7,"Alexander Palma ",3,1,1,0,0,1,2,1,0,2,0.256,"Estadio Universitario","Tiburones de la Guaira"
341,,"2021-22","11/11/2021",16,"Leones del Caracas","C",8,"Erick Castillo ",1,0,0,0,0,0,0,1,0,2,0.277,"Estadio Universitario","Tiburones de la Guaira"
342,,"2021-22","11/11/2021",16,"Leones del Caracas","C",,"Alfredo González ",2,0,0,0,0,0,0,0,0,0,0.231,"Estadio Universitario","Tiburones de la Guaira"
343,,"2021-22","11/11/2021",16,"Leones del Caracas","CF",9,"Angel Aponte ",4,0,1,0,0,0,0,0,0,1,0.317,"Estadio Universitario","Tiburones de la Guaira"
344,"sosjun001","2021-22","11/11/2021",16,"Tiburones de la Guaira","CF",1,"Junior Sosa ",4,0,0,0,0,0,0,0,1,2,0.294,"Estadio Universitario","Leones del Caracas"
345,"lujjes001","2021-22","11/11/2021",16,"Tiburones de la Guaira","CF",,"Jesus Lujano ",1,0,0,0,0,0,1,0,0,1,0.5,"Estadio Universitario","Leones del Caracas"
346,"rocbra001","2021-22","11/11/2021",16,"Tiburones de la Guaira","SS",2,"Brayan Rocchio ",4,0,1,0,0,0,0,0,0,0,0.442,"Estadio Universitario","Leones del Caracas"
347,"vasdan001","2021-22","11/11/2021",16,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",5,0,2,0,0,0,0,0,0,3,0.295,"Estadio Universitario","Leones del Caracas"
348,"guzjes001","2021-22","11/11/2021",16,"Tiburones de la Guaira","DH",4,"Jesus Guzman ",3,0,1,0,0,0,0,1,1,1,0.444,"Estadio Universitario","Leones del Caracas"
349,"marteo001","2021-22","11/11/2021",16,"Tiburones de la Guaira","LF",5,"Teodoro Martinez ",3,0,1,0,0,0,0,1,0,1,0.34,"Estadio Universitario","Leones del Caracas"
350,"ferjua001","2021-22","11/11/2021",16,"Tiburones de la Guaira","C",6,"Juan Fernandez ",3,0,0,0,0,0,0,1,0,4,0.472,"Estadio Universitario","Leones del Caracas"
351,"avilu001","2021-22","11/11/2021",16,"Tiburones de la Guaira","3B",7,"Luis Aviles Jr",3,0,0,0,0,0,0,0,0,2,0.27,"Estadio Universitario","Leones del Caracas"
352,"torjun001","2021-22","11/11/2021",16,"Tiburones de la Guaira","PH",,"Juan Torres ",1,0,0,0,0,0,0,0,1,0,0.091,"Estadio Universitario","Leones del Caracas"
353,"maydan001","2021-22","11/11/2021",16,"Tiburones de la Guaira","1B",8,"Daniel Mayora ",3,1,1,1,0,0,0,1,1,1,0.229,"Estadio Universitario","Leones del Caracas"
354,"duredg001","2021-22","11/11/2021",16,"Tiburones de la Guaira","2B",9,"Edgar Duran ",3,0,2,0,0,0,0,1,0,2,0.273,"Estadio Universitario","Leones del Caracas"
355,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","CF",1,"Cade Gotta ",5,0,0,0,0,0,1,1,1,5,0.297,"Estadio Universitario","Tiburones de la Guaira"
356,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","3B",2,"Alberto Gonzalez ",5,1,1,0,0,0,2,0,0,2,0.328,"Estadio Universitario","Tiburones de la Guaira"
357,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","RF",3,"Alejandro De Aza ",4,1,3,1,0,0,0,1,1,0,0.323,"Estadio Universitario","Tiburones de la Guaira"
358,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","DH",4,"Nellie Rodríguez ",4,1,2,0,0,1,3,1,1,1,0.275,"Estadio Universitario","Tiburones de la Guaira"
359,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","1B",5,"Leonardo Reginatto ",5,1,1,0,0,0,0,0,0,5,0.328,"Estadio Universitario","Tiburones de la Guaira"
360,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","LF",6,"Alberth Martinez ",3,1,0,0,0,0,0,1,1,2,0.224,"Estadio Universitario","Tiburones de la Guaira"
361,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","LF",,"Juan Infante ",1,0,0,0,0,0,0,0,1,0,0.2,"Estadio Universitario","Tiburones de la Guaira"
362,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","SS",7,"Gabriel Noriega ",3,2,1,1,0,0,0,1,0,1,0.392,"Estadio Universitario","Tiburones de la Guaira"
363,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","PH-2B",,"Anthony Pereira ",0,1,0,0,0,0,0,1,0,0,0.1,"Estadio Universitario","Tiburones de la Guaira"
364,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","C",8,"Arturo Nieto ",5,3,3,0,0,1,2,0,1,3,0.414,"Estadio Universitario","Tiburones de la Guaira"
365,,"2021-22","12/11/2021",17,"Navegantes del Magallanes","2B-SS",9,"Rayder Ascanio ",4,1,3,2,0,0,4,0,1,0,0.429,"Estadio Universitario","Tiburones de la Guaira"
366,"rocbra001","2021-22","12/11/2021",17,"Tiburones de la Guaira","SS",1,"Brayan Rocchio ",4,0,0,0,0,0,0,0,0,2,0.411,"Estadio Universitario","Navegantes del Magallanes"
367,"marteo001","2021-22","12/11/2021",17,"Tiburones de la Guaira","LF",2,"Teodoro Martinez ",4,1,2,0,0,0,0,0,0,0,0.352,"Estadio Universitario","Navegantes del Magallanes"
368,"vasdan001","2021-22","12/11/2021",17,"Tiburones de la Guaira","DH",3,"Danry Vasquez ",2,1,0,0,0,0,0,1,0,1,0.286,"Estadio Universitario","Navegantes del Magallanes"
369,"torjun001","2021-22","12/11/2021",17,"Tiburones de la Guaira","PH-DH",,"Juan Torres ",1,0,0,0,0,0,0,0,0,1,0.083,"Estadio Universitario","Navegantes del Magallanes"
370,"guzjes001","2021-22","12/11/2021",17,"Tiburones de la Guaira","1B",4,"Jesus Guzman ",4,1,1,0,0,0,0,0,1,2,0.409,"Estadio Universitario","Navegantes del Magallanes"
371,"avilu001","2021-22","12/11/2021",17,"Tiburones de la Guaira","3B",5,"Luis Aviles Jr",4,0,2,0,0,0,2,0,0,1,0.284,"Estadio Universitario","Navegantes del Magallanes"
372,"sosjun001","2021-22","12/11/2021",17,"Tiburones de la Guaira","CF",6,"Junior Sosa ",3,1,1,0,0,1,1,1,0,0,0.296,"Estadio Universitario","Navegantes del Magallanes"
373,"genric001","2021-22","12/11/2021",17,"Tiburones de la Guaira","C",7,"Ricardo Genovés ",4,0,1,1,0,0,0,0,0,2,0.32,"Estadio Universitario","Navegantes del Magallanes"
374,"lujjes001","2021-22","12/11/2021",17,"Tiburones de la Guaira","RF",8,"Jesus Lujano ",4,0,0,0,0,0,0,0,2,1,0.357,"Estadio Universitario","Navegantes del Magallanes"
375,"garmai002","2021-22","12/11/2021",17,"Tiburones de la Guaira","2B",9,"Maikel Garcia ",4,0,1,0,0,0,0,0,0,0,0.172,"Estadio Universitario","Navegantes del Magallanes"
492,,"2021-22","20/11/2021",24,"Tigres de Aragua","CF",1,"Carlos Tocci ",5,3,2,1,0,0,1,0,1,3,0.327,"Estadio Universitario","Tiburones de la Guaira"
493,,"2021-22","20/11/2021",24,"Tigres de Aragua","3B",2,"Hernán Pérez ",4,2,2,0,0,1,2,1,1,1,0.333,"Estadio Universitario","Tiburones de la Guaira"
494,,"2021-22","20/11/2021",24,"Tigres de Aragua","2B",3,"Alexi Amarista ",3,1,0,0,0,0,3,2,0,1,0.287,"Estadio Universitario","Tiburones de la Guaira"
495,,"2021-22","20/11/2021",24,"Tigres de Aragua","LF",4,"Josmar Cordero ",4,1,2,0,0,1,5,0,0,3,0.333,"Estadio Universitario","Tiburones de la Guaira"
496,,"2021-22","20/11/2021",24,"Tigres de Aragua","LF",,"Eduardo Sosa ",2,0,0,0,0,0,0,0,0,0,0.308,"Estadio Universitario","Tiburones de la Guaira"
497,,"2021-22","20/11/2021",24,"Tigres de Aragua","1B",5,"Henry Alejandro Rodriguez ",6,1,4,1,0,0,1,0,0,2,0.287,"Estadio Universitario","Tiburones de la Guaira"
498,,"2021-22","20/11/2021",24,"Tigres de Aragua","RF",6,"Denis Phipps ",6,2,3,0,0,1,2,0,2,3,0.284,"Estadio Universitario","Tiburones de la Guaira"
499,,"2021-22","20/11/2021",24,"Tigres de Aragua","DH",7,"Wilson Garcia ",6,1,1,0,0,0,0,0,1,4,0.197,"Estadio Universitario","Tiburones de la Guaira"
500,,"2021-22","20/11/2021",24,"Tigres de Aragua","C",8,"Ramón Cabrera ",5,3,2,1,0,0,0,0,0,1,0.204,"Estadio Universitario","Tiburones de la Guaira"
501,,"2021-22","20/11/2021",24,"Tigres de Aragua","SS",9,"Deiner Lopez ",5,4,4,2,0,0,3,0,0,0,0.294,"Estadio Universitario","Tiburones de la Guaira"
502,"sosjun001","2021-22","20/11/2021",24,"Tiburones de la Guaira","CF",1,"Junior Sosa ",6,2,3,2,0,0,1,0,0,2,0.256,"Estadio Universitario","Tigres de Aragua"
503,"duredg001","2021-22","20/11/2021",24,"Tiburones de la Guaira","2B",2,"Edgar Duran ",4,2,1,1,0,0,1,1,1,1,0.28,"Estadio Universitario","Tigres de Aragua"
504,"perjai001","2021-22","20/11/2021",24,"Tiburones de la Guaira","LF",3,"Jairo Perez ",4,1,2,0,0,0,1,0,0,1,0.372,"Estadio Universitario","Tigres de Aragua"
505,"marteo001","2021-22","20/11/2021",24,"Tiburones de la Guaira","LF",,"Teodoro Martinez ",1,0,1,0,0,0,0,0,0,0,0.349,"Estadio Universitario","Tigres de Aragua"
506,"vasdan001","2021-22","20/11/2021",24,"Tiburones de la Guaira","RF",4,"Danry Vasquez ",3,0,2,0,0,0,2,1,0,1,0.291,"Estadio Universitario","Tigres de Aragua"
507,"guzjes001","2021-22","20/11/2021",24,"Tiburones de la Guaira","DH",5,"Jesus Guzman ",5,1,1,0,0,0,0,0,0,6,0.359,"Estadio Universitario","Tigres de Aragua"
508,"maydan001","2021-22","20/11/2021",24,"Tiburones de la Guaira","1B",6,"Daniel Mayora ",4,0,3,0,0,0,0,1,1,0,0.282,"Estadio Universitario","Tigres de Aragua"
509,"melkel001","2021-22","20/11/2021",24,"Tiburones de la Guaira","3B",7,"Kelvin Melean ",5,1,2,0,0,0,1,0,0,4,0.294,"Estadio Universitario","Tigres de Aragua"
510,"genric001","2021-22","20/11/2021",24,"Tiburones de la Guaira","C",8,"Ricardo Genovés ",4,2,1,0,0,1,1,1,1,5,0.3,"Estadio Universitario","Tigres de Aragua"
511,"garmai002","2021-22","20/11/2021",24,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",5,1,1,0,0,0,0,0,1,5,0.25,"Estadio Universitario","Tigres de Aragua"
535,,"2021-22","24/11/2021",26,"Aguilas del Zulia","LF",1,"Ali Castillo ",5,1,2,0,1,0,2,0,1,0,0.342,"Estadio Universitario","Tiburones de la Guaira"
536,,"2021-22","24/11/2021",26,"Aguilas del Zulia","2B",2,"Osleivis Basabe ",5,0,2,0,1,0,3,0,1,1,0.273,"Estadio Universitario","Tiburones de la Guaira"
537,,"2021-22","24/11/2021",26,"Aguilas del Zulia","RF",3,"Angel Reyes ",5,0,1,0,0,0,0,0,1,2,0.245,"Estadio Universitario","Tiburones de la Guaira"
538,,"2021-22","24/11/2021",26,"Aguilas del Zulia","C",4,"Jose Herrera ",3,0,0,0,0,0,0,1,1,2,0.339,"Estadio Universitario","Tiburones de la Guaira"
539,,"2021-22","24/11/2021",26,"Aguilas del Zulia","1B",5,"José Briceño ",4,0,0,0,0,0,0,0,1,1,0.223,"Estadio Universitario","Tiburones de la Guaira"
540,,"2021-22","24/11/2021",26,"Aguilas del Zulia","DH",6,"Yonathan Perlaza ",4,0,0,0,0,0,0,0,0,1,0.286,"Estadio Universitario","Tiburones de la Guaira"
541,,"2021-22","24/11/2021",26,"Aguilas del Zulia","3B",7,"Andres Chaparro ",2,1,0,0,0,0,0,2,2,0,0,"Estadio Universitario","Tiburones de la Guaira"
542,,"2021-22","24/11/2021",26,"Aguilas del Zulia","SS",8,"Humberto Arteaga ",4,2,3,0,0,0,0,0,0,0,0.281,"Estadio Universitario","Tiburones de la Guaira"
543,,"2021-22","24/11/2021",26,"Aguilas del Zulia","CF",9,"Luis Alexander Basabe ",3,2,1,0,0,0,1,1,0,2,0.18,"Estadio Universitario","Tiburones de la Guaira"
544,"cedlor001","2021-22","24/11/2021",26,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",4,0,2,0,0,0,0,0,0,0,0.25,"Estadio Universitario","Aguilas del Zulia"
545,"cumgre001","2021-22","24/11/2021",26,"Tiburones de la Guaira","2B",2,"Grenny Cumana ",4,0,0,0,0,0,0,0,1,2,0,"Estadio Universitario","Aguilas del Zulia"
546,"marteo001","2021-22","24/11/2021",26,"Tiburones de la Guaira","LF",3,"Teodoro Martinez ",4,0,1,1,0,0,0,0,1,1,0.324,"Estadio Universitario","Aguilas del Zulia"
547,"perjai001","2021-22","24/11/2021",26,"Tiburones de la Guaira","DH",4,"Jairo Perez ",3,0,0,0,0,0,0,0,1,1,0.327,"Estadio Universitario","Aguilas del Zulia"
548,"avilu001","2021-22","24/11/2021",26,"Tiburones de la Guaira","3B",5,"Luis Aviles Jr",2,0,0,0,0,0,0,1,1,0,0.273,"Estadio Universitario","Aguilas del Zulia"
549,"vasdan001","2021-22","24/11/2021",26,"Tiburones de la Guaira","RF",6,"Danry Vasquez ",2,0,0,0,0,0,0,1,0,2,0.275,"Estadio Universitario","Aguilas del Zulia"
550,"torjun001","2021-22","24/11/2021",26,"Tiburones de la Guaira","1B",7,"Juan Torres ",3,0,0,0,0,0,0,0,0,1,0.087,"Estadio Universitario","Aguilas del Zulia"
551,"genric001","2021-22","24/11/2021",26,"Tiburones de la Guaira","C",8,"Ricardo Genovés ",3,0,0,0,0,0,0,0,0,0,0.261,"Estadio Universitario","Aguilas del Zulia"
552,"garmai002","2021-22","24/11/2021",26,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",2,0,0,0,0,0,0,1,1,0,0.262,"Estadio Universitario","Aguilas del Zulia"
596,,"2021-22","27/11/2022",29,"Tigres de Aragua","CF",1,"Carlos Tocci ",5,1,2,0,0,0,1,0,0,4,0.312,"Estadio Universitario","Tiburones de la Guaira"
597,,"2021-22","27/11/2022",29,"Tigres de Aragua","3B-LF-3B",2,"Hernán Pérez ",5,1,2,0,0,0,1,0,3,4,0.341,"Estadio Universitario","Tiburones de la Guaira"
598,,"2021-22","27/11/2022",29,"Tigres de Aragua","2B",3,"Alexi Amarista ",5,1,3,0,0,0,1,0,0,2,0.31,"Estadio Universitario","Tiburones de la Guaira"
599,,"2021-22","27/11/2022",29,"Tigres de Aragua","DH",4,"Wilson Garcia ",3,0,0,0,0,0,1,0,1,4,0.184,"Estadio Universitario","Tiburones de la Guaira"
600,,"2021-22","27/11/2022",29,"Tigres de Aragua","PR-DH",,"Yonathan Mendoza ",0,1,0,0,0,0,0,0,0,0,0.154,"Estadio Universitario","Tiburones de la Guaira"
601,,"2021-22","27/11/2022",29,"Tigres de Aragua","1B",5,"Henry Alejandro Rodriguez ",5,0,3,0,0,0,2,0,1,1,0.346,"Estadio Universitario","Tiburones de la Guaira"
602,,"2021-22","27/11/2022",29,"Tigres de Aragua","PR-LF",,"Eduardo Sosa ",0,1,0,0,0,0,0,0,0,0,0.222,"Estadio Universitario","Tiburones de la Guaira"
603,,"2021-22","27/11/2022",29,"Tigres de Aragua","RF-1B",6,"Denis Phipps ",4,0,2,0,0,0,1,1,1,2,0.301,"Estadio Universitario","Tiburones de la Guaira"
604,,"2021-22","27/11/2022",29,"Tigres de Aragua","LF",7,"Carlos Arroyo ",2,0,0,0,0,0,0,0,0,2,0.333,"Estadio Universitario","Tiburones de la Guaira"
