"N","Player id","Temporada","Fecha","Juego","Equipo","Posicion","Orden_bat","Jugador","AB","R","H","2B","3B","HR","RBI","BB","SO","LOB","AVE","Estadio","oponente"
485,,"2021-22","19/11/2021",23,"Aguilas del Zulia","PR-CF",,"Kenedy Corona ",1,1,0,0,0,0,0,0,0,1,0.182,"Estadio Forum de La Guaira","Tiburones de la Guaira"
486,,"2021-22","19/11/2021",23,"Aguilas del Zulia","1B",6,"José Briceño ",3,1,1,0,0,0,0,1,0,3,0.233,"Estadio Forum de La Guaira","Tiburones de la Guaira"
487,,"2021-22","19/11/2021",23,"Aguilas del Zulia","C",7,"Jose Herrera ",2,0,0,0,0,0,0,1,0,1,0.358,"Estadio Forum de La Guaira","Tiburones de la Guaira"
488,,"2021-22","19/11/2021",23,"Aguilas del Zulia","PH",,"Oscar Campos ",1,0,1,0,0,0,0,0,0,0,0.4,"Estadio Forum de La Guaira","Tiburones de la Guaira"
489,,"2021-22","19/11/2021",23,"Aguilas del Zulia","SS",8,"Humberto Arteaga ",3,0,1,0,0,0,0,0,1,3,0.259,"Estadio Forum de La Guaira","Tiburones de la Guaira"
490,,"2021-22","19/11/2021",23,"Aguilas del Zulia","PH",,"Kelvin Alarcon ",0,0,0,0,0,0,0,1,0,0,0.143,"Estadio Forum de La Guaira","Tiburones de la Guaira"
491,,"2021-22","19/11/2021",23,"Aguilas del Zulia","CF-LF",9,"Yonathan Perlaza ",3,0,0,0,0,0,1,1,1,3,0.296,"Estadio Forum de La Guaira","Tiburones de la Guaira"
512,,"2021-22","23/11/2021",25,"Cardenales de Lara","2B",1,"Ildemaro Vargas ",5,1,1,0,0,1,2,0,0,3,0.258,"Estadio Forum de La Guaira","Tiburones de la Guaira"
513,,"2021-22","23/11/2021",25,"Cardenales de Lara","LF",2,"Jecksson Flores ",3,1,2,0,0,0,0,2,0,0,0.343,"Estadio Forum de La Guaira","Tiburones de la Guaira"
514,,"2021-22","23/11/2021",25,"Cardenales de Lara","DH",3,"Gorkys Hernández ",5,1,2,1,0,0,0,0,0,3,0.33,"Estadio Forum de La Guaira","Tiburones de la Guaira"
515,,"2021-22","23/11/2021",25,"Cardenales de Lara","CF",4,"Yordanys Linares ",5,1,2,0,0,1,3,0,1,3,0.286,"Estadio Forum de La Guaira","Tiburones de la Guaira"
516,,"2021-22","23/11/2021",25,"Cardenales de Lara","1B",5,"Carlos Rivero ",5,0,1,0,0,0,0,0,1,1,0.303,"Estadio Forum de La Guaira","Tiburones de la Guaira"
517,,"2021-22","23/11/2021",25,"Cardenales de Lara","PR-1B",,"Osman Marval ",0,0,0,0,0,0,0,0,0,0,0.265,"Estadio Forum de La Guaira","Tiburones de la Guaira"
518,,"2021-22","23/11/2021",25,"Cardenales de Lara","RF",6,"Pedro Castellanos ",3,2,1,1,0,0,0,1,0,0,0.321,"Estadio Forum de La Guaira","Tiburones de la Guaira"
519,,"2021-22","23/11/2021",25,"Cardenales de Lara","PH-RF",,"Manuel Melendez ",1,0,0,0,0,0,0,0,0,1,0.286,"Estadio Forum de La Guaira","Tiburones de la Guaira"
520,,"2021-22","23/11/2021",25,"Cardenales de Lara","SS",7,"Juniel Querecuto ",4,1,1,1,0,0,1,1,1,2,0.238,"Estadio Forum de La Guaira","Tiburones de la Guaira"
521,,"2021-22","23/11/2021",25,"Cardenales de Lara","C",8,"Ali Sánchez ",4,1,1,1,0,0,0,1,0,2,0.307,"Estadio Forum de La Guaira","Tiburones de la Guaira"
522,,"2021-22","23/11/2021",25,"Cardenales de Lara","3B",9,"Jermaine Palacios ",5,1,4,1,0,0,3,0,0,2,0.357,"Estadio Forum de La Guaira","Tiburones de la Guaira"
523,"sosjun001","2021-22","23/11/2021",25,"Tiburones de la Guaira","CF",1,"Junior Sosa ",3,0,0,0,0,0,0,1,1,1,0.247,"Estadio Forum de La Guaira","Cardenales de Lara"
524,"marteo001","2021-22","23/11/2021",25,"Tiburones de la Guaira","LF",2,"Teodoro Martinez ",4,0,0,0,0,0,0,0,0,2,0.328,"Estadio Forum de La Guaira","Cardenales de Lara"
525,"perjai001","2021-22","23/11/2021",25,"Tiburones de la Guaira","DH",3,"Jairo Perez ",3,0,0,0,0,0,0,0,0,0,0.348,"Estadio Forum de La Guaira","Cardenales de Lara"
526,"torjun001","2021-22","23/11/2021",25,"Tiburones de la Guaira","PH",,"Juan Torres ",1,0,0,0,0,0,0,0,0,0,0.1,"Estadio Forum de La Guaira","Cardenales de Lara"
527,"vasdan001","2021-22","23/11/2021",25,"Tiburones de la Guaira","RF",4,"Danry Vasquez ",3,0,0,0,0,0,0,0,2,1,0.281,"Estadio Forum de La Guaira","Cardenales de Lara"
528,"cumgre001","2021-22","23/11/2021",25,"Tiburones de la Guaira","PH",,"Grenny Cumana ",1,0,0,0,0,0,0,0,0,0,0,"Estadio Forum de La Guaira","Cardenales de Lara"
529,"avilu001","2021-22","23/11/2021",25,"Tiburones de la Guaira","3B",5,"Luis Aviles Jr",3,0,1,0,0,0,0,0,1,0,0.279,"Estadio Forum de La Guaira","Cardenales de Lara"
530,"rodkey001","2021-22","23/11/2021",25,"Tiburones de la Guaira","PH",,"Keyber Rodriguez ",1,0,0,0,0,0,0,0,1,0,0,"Estadio Forum de La Guaira","Cardenales de Lara"
531,"duredg001","2021-22","23/11/2021",25,"Tiburones de la Guaira","2B",6,"Edgar Duran ",3,0,0,0,0,0,0,0,1,1,0.25,"Estadio Forum de La Guaira","Cardenales de Lara"
532,"maydan001","2021-22","23/11/2021",25,"Tiburones de la Guaira","1B",7,"Daniel Mayora ",3,0,1,1,0,0,0,0,1,0,0.284,"Estadio Forum de La Guaira","Cardenales de Lara"
533,"genric001","2021-22","23/11/2021",25,"Tiburones de la Guaira","C",8,"Ricardo Genovés ",3,0,0,0,0,0,0,0,2,1,0.279,"Estadio Forum de La Guaira","Cardenales de Lara"
534,"garmai002","2021-22","23/11/2021",25,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",3,0,2,1,0,0,0,0,0,0,0.271,"Estadio Forum de La Guaira","Cardenales de Lara"
619,,"2021-22","28/11/2022",30,"Tigres de Aragua","CF",1,"Carlos Tocci ",5,0,3,0,0,0,0,0,0,1,0.323,"Estadio Forum de La Guaira","Tiburones de la Guaira"
620,,"2021-22","28/11/2022",30,"Tigres de Aragua","3B",2,"Hernán Pérez ",5,1,0,0,0,0,0,0,0,3,0.306,"Estadio Forum de La Guaira","Tiburones de la Guaira"
621,,"2021-22","28/11/2022",30,"Tigres de Aragua","2B",3,"Alexi Amarista ",5,2,3,1,0,1,2,0,1,0,0.322,"Estadio Forum de La Guaira","Tiburones de la Guaira"
622,,"2021-22","28/11/2022",30,"Tigres de Aragua","DH",4,"Wilfredo Gimenez ",2,0,1,0,0,0,0,2,0,0,0.231,"Estadio Forum de La Guaira","Tiburones de la Guaira"
623,,"2021-22","28/11/2022",30,"Tigres de Aragua","PR-DH",,"Yonathan Mendoza ",0,1,0,0,0,0,0,0,0,0,0.154,"Estadio Forum de La Guaira","Tiburones de la Guaira"
624,,"2021-22","28/11/2022",30,"Tigres de Aragua","1B",5,"Henry Alejandro Rodriguez ",3,0,1,1,0,0,1,2,1,3,0.345,"Estadio Forum de La Guaira","Tiburones de la Guaira"
625,,"2021-22","28/11/2022",30,"Tigres de Aragua","PR-LF",,"Eduardo Sosa ",0,0,0,0,0,0,0,0,0,0,0.222,"Estadio Forum de La Guaira","Tiburones de la Guaira"
626,,"2021-22","28/11/2022",30,"Tigres de Aragua","RF-1B",6,"Denis Phipps ",5,1,2,0,0,0,1,0,2,2,0.306,"Estadio Forum de La Guaira","Tiburones de la Guaira"
627,,"2021-22","28/11/2022",30,"Tigres de Aragua","LF-RF",7,"Eduard Pinto ",4,0,1,0,0,0,0,1,1,2,0.3,"Estadio Forum de La Guaira","Tiburones de la Guaira"
628,,"2021-22","28/11/2022",30,"Tigres de Aragua","C",8,"Francisco Arcia ",2,0,1,0,0,0,1,0,1,0,0.273,"Estadio Forum de La Guaira","Tiburones de la Guaira"
629,,"2021-22","28/11/2022",30,"Tigres de Aragua","PH",,"Edwin Garcia ",1,0,0,0,0,0,0,0,1,0,0.254,"Estadio Forum de La Guaira","Tiburones de la Guaira"
630,,"2021-22","28/11/2022",30,"Tigres de Aragua","C",,"Ramón Cabrera ",1,0,0,0,0,0,0,0,0,3,0.214,"Estadio Forum de La Guaira","Tiburones de la Guaira"
631,,"2021-22","28/11/2022",30,"Tigres de Aragua","SS",9,"Deiner Lopez ",4,0,0,0,0,0,0,0,2,2,0.279,"Estadio Forum de La Guaira","Tiburones de la Guaira"
632,"cedlor001","2021-22","28/11/2022",30,"Tiburones de la Guaira","RF",1,"Lorenzo Cedrola ",5,0,1,0,0,0,0,0,0,2,0.273,"Estadio Forum de La Guaira","Tigres de Aragua"
633,"vasdan001","2021-22","28/11/2022",30,"Tiburones de la Guaira","DH",2,"Danry Vasquez ",4,0,0,0,0,0,0,1,0,0,0.252,"Estadio Forum de La Guaira","Tigres de Aragua"
634,"marteo001","2021-22","28/11/2022",30,"Tiburones de la Guaira","LF",3,"Teodoro Martinez ",4,0,0,0,0,0,0,1,1,3,0.287,"Estadio Forum de La Guaira","Tigres de Aragua"
635,"maydan001","2021-22","28/11/2022",30,"Tiburones de la Guaira","1B",4,"Daniel Mayora ",5,0,1,0,0,0,0,0,2,2,0.304,"Estadio Forum de La Guaira","Tigres de Aragua"
636,"sosjun001","2021-22","28/11/2022",30,"Tiburones de la Guaira","CF",5,"Junior Sosa ",4,2,2,0,0,0,0,1,0,2,0.276,"Estadio Forum de La Guaira","Tigres de Aragua"
637,"duredg001","2021-22","28/11/2022",30,"Tiburones de la Guaira","2B",6,"Edgar Duran ",3,0,0,0,0,0,0,2,0,2,0.19,"Estadio Forum de La Guaira","Tigres de Aragua"
638,"avilu001","2021-22","28/11/2022",30,"Tiburones de la Guaira","3B",7,"Luis Aviles Jr",3,1,0,0,0,0,0,1,1,2,0.257,"Estadio Forum de La Guaira","Tigres de Aragua"
639,"perjai001","2021-22","28/11/2022",30,"Tiburones de la Guaira","PH",,"Jairo Perez ",1,0,0,0,0,0,0,0,0,2,0.314,"Estadio Forum de La Guaira","Tigres de Aragua"
640,"torjun001","2021-22","28/11/2022",30,"Tiburones de la Guaira","C",8,"Juan Torres ",4,0,1,0,0,0,1,0,1,1,0.161,"Estadio Forum de La Guaira","Tigres de Aragua"
641,"genric001","2021-22","28/11/2022",30,"Tiburones de la Guaira","C",,"Ricardo Genovés ",0,0,0,0,0,0,0,0,0,0,0.245,"Estadio Forum de La Guaira","Tigres de Aragua"
642,"garmai002","2021-22","28/11/2022",30,"Tiburones de la Guaira","SS",9,"Maikel Garcia ",4,0,2,1,0,0,1,0,1,1,0.289,"Estadio Forum de La Guaira","Tigres de Aragua"
668,,"2021-22","02/12/2022",32,"Leones del Caracas","2B",1,"Cesar Valera ",5,0,0,0,0,0,0,0,2,4,0.273,"Estadio Forum de La Guaira","Tiburones de la Guaira"
669,,"2021-22","02/12/2022",32,"Leones del Caracas","DH",2,"Yosmany Guerra ",5,1,3,1,0,0,1,0,1,1,0.349,"Estadio Forum de La Guaira","Tiburones de la Guaira"
670,,"2021-22","02/12/2022",32,"Leones del Caracas","SS",3,"Wilfredo Tovar ",3,2,2,0,0,0,1,2,0,0,0.395,"Estadio Forum de La Guaira","Tiburones de la Guaira"
671,,"2021-22","02/12/2022",32,"Leones del Caracas","RF",4,"José Rondón ",3,1,0,0,0,0,0,2,2,3,0.245,"Estadio Forum de La Guaira","Tiburones de la Guaira"
672,,"2021-22","02/12/2022",32,"Leones del Caracas","1B",5,"Alexander Palma ",5,1,1,0,0,1,4,0,0,4,0.3,"Estadio Forum de La Guaira","Tiburones de la Guaira"
673,,"2021-22","02/12/2022",32,"Leones del Caracas","LF",6,"Aldrem Corredor ",5,2,2,0,0,2,3,0,0,3,0.351,"Estadio Forum de La Guaira","Tiburones de la Guaira"
674,,"2021-22","02/12/2022",32,"Leones del Caracas","3B",7,"Ronny Cedeno ",5,0,1,0,0,0,0,0,2,0,0.295,"Estadio Forum de La Guaira","Tiburones de la Guaira"
675,,"2021-22","02/12/2022",32,"Leones del Caracas","C",8,"Jhonny Pereda ",5,1,2,2,0,0,0,0,2,1,0.292,"Estadio Forum de La Guaira","Tiburones de la Guaira"
676,,"2021-22","02/12/2022",32,"Leones del Caracas","CF",9,"Anthony Jimenez ",3,1,1,0,0,0,0,1,0,1,0.273,"Estadio Forum de La Guaira","Tiburones de la Guaira"
677,"cedlor001","2021-22","02/12/2022",32,"Tiburones de la Guaira","LF",1,"Lorenzo Cedrola ",5,0,1,1,0,0,2,0,0,0,0.266,"Estadio Forum de La Guaira","Leones del Caracas"
678,"marteo001","2021-22","02/12/2022",32,"Tiburones de la Guaira","DH",2,"Teodoro Martinez ",5,0,1,0,0,0,0,0,1,2,0.292,"Estadio Forum de La Guaira","Leones del Caracas"
679,"vasdan001","2021-22","02/12/2022",32,"Tiburones de la Guaira","RF",3,"Danry Vasquez ",4,0,1,0,0,0,0,1,2,4,0.261,"Estadio Forum de La Guaira","Leones del Caracas"
680,"marjos002","2021-22","02/12/2022",32,"Tiburones de la Guaira","1B",4,"José Martínez ",4,1,1,1,0,0,0,0,1,4,0.375,"Estadio Forum de La Guaira","Leones del Caracas"
681,"sosjun001","2021-22","02/12/2022",32,"Tiburones de la Guaira","CF",5,"Junior Sosa ",4,0,0,0,0,0,0,0,1,2,0.264,"Estadio Forum de La Guaira","Leones del Caracas"
682,"maydan001","2021-22","02/12/2022",32,"Tiburones de la Guaira","3B",6,"Daniel Mayora ",3,2,1,0,0,0,0,1,1,0,0.293,"Estadio Forum de La Guaira","Leones del Caracas"
683,"genric001","2021-22","02/12/2022",32,"Tiburones de la Guaira","C",7,"Ricardo Genovés ",3,0,1,0,0,0,1,1,0,1,0.237,"Estadio Forum de La Guaira","Leones del Caracas"
684,"lujjes001","2021-22","02/12/2022",32,"Tiburones de la Guaira","PR",,"Jesus Lujano ",0,1,0,0,0,0,0,0,0,0,0.261,"Estadio Forum de La Guaira","Leones del Caracas"
685,"garmai002","2021-22","02/12/2022",32,"Tiburones de la Guaira","SS",8,"Maikel Garcia ",4,0,3,0,0,0,1,0,0,0,0.325,"Estadio Forum de La Guaira","Leones del Caracas"
686,"duredg001","2021-22","02/12/2022",32,"Tiburones de la Guaira","PR",,"Edgar Duran ",0,0,0,0,0,0,0,0,0,0,0.19,"Estadio Forum de La Guaira","Leones del Caracas"
687,"rodkey001","2021-22","02/12/2022",32,"Tiburones de la Guaira","2B",9,"Keyber Rodriguez ",3,0,0,0,0,0,0,0,2,3,0,"Estadio Forum de La Guaira","Leones del Caracas"
688,"reyren001","2021-22","02/12/2022",32,"Tiburones de la Guaira","PH",,"Rene Reyes ",1,0,0,0,0,0,0,0,1,3,0.5,"Estadio Forum de La Guaira","Leones del Caracas"
872,"cedlor001","2021-22","14/12/2022",42,"Tiburones de la Guaira","LF",1,"Lorenzo Cedrola ",3,1,1,0,0,0,0,1,0,0,0.244,"Estadio Forum de La Guaira","Bravos de Margarita"
873,"vasdan001","2021-22","14/12/2022",42,"Tiburones de la Guaira","RF",2,"Danry Vasquez ",2,1,0,0,0,0,0,2,0,0,0.25,"Estadio Forum de La Guaira","Bravos de Margarita"
874,"melkel001","2021-22","14/12/2022",42,"Tiburones de la Guaira","SS",3,"Kelvin Melean ",4,0,0,0,0,0,0,0,0,4,0.294,"Estadio Forum de La Guaira","Bravos de Margarita"
875,"marjos002","2021-22","14/12/2022",42,"Tiburones de la Guaira","1B",4,"José Martínez ",3,0,0,0,0,0,0,0,0,2,0.273,"Estadio Forum de La Guaira","Bravos de Margarita"
876,"duredg001","2021-22","14/12/2022",42,"Tiburones de la Guaira","3B",5,"Edgar Duran ",4,0,1,0,0,0,0,0,3,3,0.307,"Estadio Forum de La Guaira","Bravos de Margarita"
877,"torjun001","2021-22","14/12/2022",42,"Tiburones de la Guaira","C",6,"Juan Torres ",4,0,1,1,0,0,2,0,1,1,0.177,"Estadio Forum de La Guaira","Bravos de Margarita"
878,"sosjun001","2021-22","14/12/2022",42,"Tiburones de la Guaira","DH",7,"Junior Sosa ",4,0,0,0,0,0,0,0,1,3,0.267,"Estadio Forum de La Guaira","Bravos de Margarita"
879,"cumgre001","2021-22","14/12/2022",42,"Tiburones de la Guaira","2B",8,"Grenny Cumana ",3,0,1,0,0,0,0,0,0,1,0.125,"Estadio Forum de La Guaira","Bravos de Margarita"
880,"lujjes001","2021-22","14/12/2022",42,"Tiburones de la Guaira","CF",9,"Jesus Lujano ",3,0,0,0,0,0,0,0,2,1,0.233,"Estadio Forum de La Guaira","Bravos de Margarita"
881,,"2021-22","14/12/2022",42,"Bravos de Margarita","2B",1,"Dilson Herrera ",4,0,0,0,0,0,0,0,0,3,0.233,"Estadio Forum de La Guaira","Tiburones de la Guaira"
882,,"2021-22","14/12/2022",42,"Bravos de Margarita","RF",2,"Diego Rincones ",3,1,1,0,0,0,0,1,0,1,0.331,"Estadio Forum de La Guaira","Tiburones de la Guaira"
883,,"2021-22","14/12/2022",42,"Bravos de Margarita","CF",3,"Ramón Flores ",3,3,2,2,0,0,0,1,0,1,0.433,"Estadio Forum de La Guaira","Tiburones de la Guaira"
884,,"2021-22","14/12/2022",42,"Bravos de Margarita","1B",4,"Carlos Pérez ",4,0,1,0,0,0,1,0,0,3,0.369,"Estadio Forum de La Guaira","Tiburones de la Guaira"
885,,"2021-22","14/12/2022",42,"Bravos de Margarita","C",5,"David Rodríguez ",4,2,2,0,0,0,2,0,2,0,0.283,"Estadio Forum de La Guaira","Tiburones de la Guaira"
886,,"2021-22","14/12/2022",42,"Bravos de Margarita","LF",6,"Frank Diaz ",4,1,2,0,0,1,2,0,1,0,0.316,"Estadio Forum de La Guaira","Tiburones de la Guaira"
887,,"2021-22","14/12/2022",42,"Bravos de Margarita","LF",,"Omar Carrizales ",0,0,0,0,0,0,0,0,0,0,0.154,"Estadio Forum de La Guaira","Tiburones de la Guaira"
888,,"2021-22","14/12/2022",42,"Bravos de Margarita","SS",7,"Jose Martinez ",4,0,2,1,0,0,2,0,1,0,0.29,"Estadio Forum de La Guaira","Tiburones de la Guaira"
889,,"2021-22","14/12/2022",42,"Bravos de Margarita","DH",8,"Dennis Ortega ",4,1,1,1,0,0,0,0,2,3,0.217,"Estadio Forum de La Guaira","Tiburones de la Guaira"
890,,"2021-22","14/12/2022",42,"Bravos de Margarita","3B",9,"Luis Castro ",3,0,0,0,0,0,0,1,1,3,0.212,"Estadio Forum de La Guaira","Tiburones de la Guaira"
951,,"2021-22","18/12/2022",46,"Bravos de Margarita","DH",1,"Tomas Morales ",4,1,1,0,0,0,1,1,0,3,0.279,"Estadio Forum de La Guaira","Tiburones de la Guaira"
952,,"2021-22","18/12/2022",46,"Bravos de Margarita","C",2,"David Rodríguez ",4,2,1,0,0,0,0,1,2,2,0.286,"Estadio Forum de La Guaira","Tiburones de la Guaira"
953,,"2021-22","18/12/2022",46,"Bravos de Margarita","LF",3,"Ramón Flores ",2,1,1,1,0,0,1,3,0,1,0.422,"Estadio Forum de La Guaira","Tiburones de la Guaira"
954,,"2021-22","18/12/2022",46,"Bravos de Margarita","1B",4,"Carlos Pérez ",3,0,0,0,0,0,1,1,0,2,0.321,"Estadio Forum de La Guaira","Tiburones de la Guaira"
955,,"2021-22","18/12/2022",46,"Bravos de Margarita","RF",5,"Diego Rincones ",5,1,3,0,0,0,2,0,0,2,0.345,"Estadio Forum de La Guaira","Tiburones de la Guaira"
956,,"2021-22","18/12/2022",46,"Bravos de Margarita","3B",6,"Adonis García ",5,1,1,0,0,1,2,0,1,4,0.2,"Estadio Forum de La Guaira","Tiburones de la Guaira"
957,,"2021-22","18/12/2022",46,"Bravos de Margarita","2B",7,"Luis Castro ",4,1,1,0,0,0,0,1,1,1,0.227,"Estadio Forum de La Guaira","Tiburones de la Guaira"
958,,"2021-22","18/12/2022",46,"Bravos de Margarita","SS",8,"Jose Martinez ",3,0,0,0,0,0,0,2,0,3,0.269,"Estadio Forum de La Guaira","Tiburones de la Guaira"
959,,"2021-22","18/12/2022",46,"Bravos de Margarita","CF",9,"Reinaldo Ilarraza ",4,0,1,0,0,0,0,1,1,3,0.22,"Estadio Forum de La Guaira","Tiburones de la Guaira"
960,"cedlor001","2021-22","18/12/2022",46,"Tiburones de la Guaira","CF",1,"Lorenzo Cedrola ",5,1,2,1,0,0,0,0,1,3,0.241,"Estadio Forum de La Guaira","Bravos de Margarita"
961,"vasdan001","2021-22","18/12/2022",46,"Tiburones de la Guaira","RF",2,"Danry Vasquez ",4,0,2,0,0,0,2,0,1,0,0.256,"Estadio Forum de La Guaira","Bravos de Margarita"
962,"lujjes001","2021-22","18/12/2022",46,"Tiburones de la Guaira","RF",,"Jesus Lujano ",0,0,0,0,0,0,0,0,0,0,0.25,"Estadio Forum de La Guaira","Bravos de Margarita"
963,"marjos002","2021-22","18/12/2022",46,"Tiburones de la Guaira","1B",3,"José Martínez ",3,0,1,0,0,0,1,0,1,3,0.281,"Estadio Forum de La Guaira","Bravos de Margarita"
964,"rodkey001","2021-22","18/12/2022",46,"Tiburones de la Guaira","2B",,"Keyber Rodriguez ",1,0,0,0,0,0,0,0,1,0,0.105,"Estadio Forum de La Guaira","Bravos de Margarita"
965,"torjun001","2021-22","18/12/2022",46,"Tiburones de la Guaira","3B-1B",4,"Juan Torres ",4,0,0,0,0,0,0,1,1,2,0.195,"Estadio Forum de La Guaira","Bravos de Margarita"
966,"duredg001","2021-22","18/12/2022",46,"Tiburones de la Guaira","2B-3B",5,"Edgar Duran ",5,0,0,0,0,0,0,0,1,4,0.286,"Estadio Forum de La Guaira","Bravos de Margarita"
967,"sosjun001","2021-22","18/12/2022",46,"Tiburones de la Guaira","DH",6,"Junior Sosa ",4,1,0,0,0,0,0,1,1,2,0.25,"Estadio Forum de La Guaira","Bravos de Margarita"
968,"melkel001","2021-22","18/12/2022",46,"Tiburones de la Guaira","SS",7,"Kelvin Melean ",4,2,2,1,0,0,1,0,0,0,0.26,"Estadio Forum de La Guaira","Bravos de Margarita"
969,"marteo001","2021-22","18/12/2022",46,"Tiburones de la Guaira","LF",8,"Teodoro Martinez ",4,1,3,0,0,0,0,0,0,1,0.276,"Estadio Forum de La Guaira","Bravos de Margarita"
970,"bragab001","2021-22","18/12/2022",46,"Tiburones de la Guaira","C",9,"Gabriel Bracamonte ",4,0,2,1,0,0,1,0,2,3,0.286,"Estadio Forum de La Guaira","Bravos de Margarita"
990,"cedlor001","2021-22","21/12/2022",48,"Tiburones de la Guaira","LF",1,"Lorenzo Cedrola ",5,0,2,0,0,0,0,0,0,1,0.25,"Estadio Forum de La Guaira","Bravos de Margarita"
991,"vasdan001","2021-22","21/12/2022",48,"Tiburones de la Guaira","DH",2,"Danry Vasquez ",5,1,2,0,0,0,0,0,0,1,0.254,"Estadio Forum de La Guaira","Bravos de Margarita"
992,"marjos002","2021-22","21/12/2022",48,"Tiburones de la Guaira","RF",3,"José Martínez ",5,1,3,0,0,0,0,0,0,1,0.303,"Estadio Forum de La Guaira","Bravos de Margarita"
993,"torjun001","2021-22","21/12/2022",48,"Tiburones de la Guaira","1B",4,"Juan Torres ",2,1,1,0,0,0,1,1,1,1,0.22,"Estadio Forum de La Guaira","Bravos de Margarita"
994,"duredg001","2021-22","21/12/2022",48,"Tiburones de la Guaira","3B",5,"Edgar Duran ",3,0,0,0,0,0,0,1,0,3,0.286,"Estadio Forum de La Guaira","Bravos de Margarita"
995,"melkel001","2021-22","21/12/2022",48,"Tiburones de la Guaira","SS",6,"Kelvin Melean ",3,0,1,0,0,0,1,1,1,1,0.281,"Estadio Forum de La Guaira","Bravos de Margarita"
996,"bragab001","2021-22","21/12/2022",48,"Tiburones de la Guaira","C",7,"Gabriel Bracamonte ",4,0,0,0,0,0,0,0,2,5,0.267,"Estadio Forum de La Guaira","Bravos de Margarita"
997,"varjer001","2021-22","21/12/2022",48,"Tiburones de la Guaira","2B",8,"Jheremy Vargas ",3,1,0,0,0,0,0,1,2,4,0,"Estadio Forum de La Guaira","Bravos de Margarita"
998,"lujjes001","2021-22","21/12/2022",48,"Tiburones de la Guaira","CF",9,"Jesus Lujano ",4,0,1,0,1,0,1,0,1,0,0.25,"Estadio Forum de La Guaira","Bravos de Margarita"
999,,"2021-22","21/12/2022",48,"Bravos de Margarita","CF-RF",1,"Omar Carrizales ",4,2,1,0,0,1,2,0,0,1,0.188,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1000,,"2021-22","21/12/2022",48,"Bravos de Margarita","C",2,"David Rodríguez ",3,2,1,0,0,0,1,1,1,0,0.282,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1001,,"2021-22","21/12/2022",48,"Bravos de Margarita","LF",3,"Ramón Flores ",3,2,1,1,0,0,0,2,1,3,0.416,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1002,,"2021-22","21/12/2022",48,"Bravos de Margarita","RF",4,"Diego Rincones ",3,1,1,1,0,0,3,0,0,1,0.344,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1003,,"2021-22","21/12/2022",48,"Bravos de Margarita","CF",,"Reinaldo Ilarraza ",1,0,0,0,0,0,0,0,0,1,0.216,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1004,,"2021-22","21/12/2022",48,"Bravos de Margarita","3B",5,"Adonis García ",4,0,3,1,0,0,2,0,0,0,0.292,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1005,,"2021-22","21/12/2022",48,"Bravos de Margarita","2B",6,"Luis Castro ",3,0,2,1,0,0,2,1,1,1,0.238,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1006,,"2021-22","21/12/2022",48,"Bravos de Margarita","SS",7,"Jose Martinez ",5,0,0,0,0,0,0,0,0,8,0.261,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1007,,"2021-22","21/12/2022",48,"Bravos de Margarita","DH",8,"Frank Diaz ",3,2,1,0,0,0,0,1,1,2,0.28,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1008,,"2021-22","21/12/2022",48,"Bravos de Margarita","1B",9,"Dennis Ortega ",3,2,0,0,0,0,0,1,1,1,0.217,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1009,,"2021-22","22/12/2022",49,"Bravos de Margarita","CF-LF",1,"Omar Carrizales ",6,1,0,0,0,0,1,0,3,6,0.158,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1010,,"2021-22","22/12/2022",49,"Bravos de Margarita","C",2,"David Rodríguez ",3,2,1,0,1,0,1,2,1,2,0.282,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1011,,"2021-22","22/12/2022",49,"Bravos de Margarita","RF",3,"Ramón Flores ",3,0,1,0,0,0,1,1,0,1,0.414,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1012,,"2021-22","22/12/2022",49,"Bravos de Margarita","DH",4,"Diego Rincones ",4,0,1,0,0,0,1,0,0,2,0.342,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1013,,"2021-22","22/12/2022",49,"Bravos de Margarita","PR-DH",,"Raul Rivas ",0,1,0,0,0,0,0,0,0,0,0.5,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1014,,"2021-22","22/12/2022",49,"Bravos de Margarita","3B",5,"Adonis García ",5,1,2,1,0,0,2,0,0,3,0.31,"Estadio Forum de La Guaira","Tiburones de la Guaira"
1015,,"2021-22","22/12/2022",49,"Bravos de Margarita","2B",6,"Luis Castro ",3,3,2,0,0,1,1,1,0,2,0.248,"Estadio Forum de La Guaira","Tiburones de la Guaira"
