"","years","jugador","edad","w","l","w-l%","era","g","gs","cg","sho","sv","ip","h","r","er","hr","bb","so","ir","whip","h/9","hr/9","bb/9","so/9","so/bb","bk"
"1101","2015-16","C. Devenski","25","1","2","0.3333","4.74","5","5","0","0","0","19.0","25","12","10","1","5","17","82","1.579","11.84","0.47","2.37","8.05","3.4000","0"
"1102","2015-16","R. Cova","33","2","0","1.0000","4.91","22","0","0","0","1","18.1","12","11","10","0","16","15","79","1.527","5.89","0.00","7.85","7.36","0.9375","0"
"1103","2015-16","R. Kussmaul","29","0","1","0.0000","1.45","16","0","0","0","1","18.2","15","4","3","0","8","14","268","1.232","7.23","0.00","3.86","6.75","1.7500","0"
"1104","2015-16","T. DeLoach","24","1","1","0.5000","2.38","5","5","0","0","0","22.2","21","10","6","1","8","14","163","1.279","8.34","0.40","3.18","5.56","1.7500","1"
"1105","2015-16","P. Clemens","27","0","2","0.0000","4.86","5","4","0","0","0","16.2","19","11","9","0","7","12","80","1.560","10.26","0.00","3.78","6.48","1.7143","1"
"1106","2015-16","H. Rodríguez","28","0","0","","4.50","7","0","0","0","0","6.0","2","5","3","0","8","12","86","1.667","3.00","0.00","12.00","18.00","1.5000","1"
"1107","2015-16","K. Newby","30","2","1","0.6667","3.29","13","0","0","0","0","13.2","12","8","5","1","6","11","118","1.317","7.90","0.66","3.95","7.24","1.8333","0"
"1108","2015-16","S. Shackleford","26","2","2","0.5000","3.65","14","0","0","0","0","12.1","10","5","5","0","7","10","106","1.378","7.30","0.00","5.11","7.30","1.4286","0"
"1109","2015-16","E. Escalona","29","2","2","0.5000","4.78","8","4","0","0","0","26.1","32","17","14","2","8","10","81","1.519","10.94","0.68","2.73","3.42","1.2500","0"
"1110","2015-16","S. Escalona","31","1","0","1.0000","2.13","22","0","0","0","0","12.2","12","4","3","0","5","8","182","1.342","8.53","0.00","3.55","5.68","1.6000","0"
"1111","2015-16","J. Alvarado","20","1","1","0.5000","1.42","14","0","0","0","0","6.1","7","2","1","0","5","7","273","1.895","9.95","0.00","7.11","9.95","1.4000","0"
"1112","2015-16","J. Hale","30","1","0","1.0000","2.04","3","3","0","0","0","17.2","12","4","4","1","5","7","190","0.962","6.11","0.51","2.55","3.57","1.4000","0"
"1113","2015-16","S. Hill","34","1","0","1.0000","3.97","4","1","0","0","0","11.1","15","5","5","1","2","6","98","1.500","11.91","0.79","1.59","4.76","3.0000","0"
"1114","2015-16","S. González","23","0","1","0.0000","3.00","3","3","0","0","0","12.0","14","4","4","0","1","5","129","1.250","10.50","0.00","0.75","3.75","5.0000","0"
"1115","2015-16","E. González","33","0","1","0.0000","6.52","10","0","0","0","0","9.2","10","8","7","1","5","4","60","1.552","9.31","0.93","4.66","3.72","0.8000","0"
"1116","2015-16","J. González","25","1","1","0.5000","12.51","14","0","0","0","0","13.2","24","19","19","3","8","4","31","2.341","15.80","1.98","5.27","2.63","0.5000","0"
"1117","2015-16","A. Noguera","27","0","2","0.0000","7.20","22","0","0","0","0","10.0","12","8","8","2","5","4","54","1.700","10.80","1.80","4.50","3.60","0.8000","0"
"1118","2015-16","B. Baumann","28","0","0","","4.50","5","0","0","0","0","4.0","4","2","2","1","3","4","86","1.750","9.00","2.25","6.75","9.00","1.3333","0"
"1119","2015-16","H. Mayora","26","0","0","","5.14","7","0","0","0","0","7.0","12","8","4","0","2","4","75","2.000","15.43","0.00","2.57","5.14","2.0000","0"
"1120","2015-16","J. Miller","33","1","2","0.3333","9.00","8","0","0","0","0","7.0","10","7","7","0","3","3","43","1.857","12.86","0.00","3.86","3.86","1.0000","0"
"1121","2015-16","J. Ortiz","25","2","0","1.0000","3.86","13","0","0","0","0","7.0","10","3","3","2","4","3","101","2.000","12.86","2.57","5.14","3.86","0.7500","0"
"1122","2015-16","M. Hamburger","28","1","0","1.0000","2.45","4","0","0","0","1","3.2","3","1","1","0","1","3","158","1.091","7.36","0.00","2.45","7.36","3.0000","0"
"1123","2015-16","E. Ramos","23","0","1","0.0000","0.00","3","0","0","0","0","2.2","3","4","0","0","1","2","","1.500","10.13","0.00","3.38","6.75","2.0000","0"
"1124","2015-16","C. Satterwhite","28","0","2","0.0000","7.94","7","0","0","0","0","5.2","6","5","5","2","4","2","49","1.765","9.53","3.18","6.35","3.18","0.5000","0"
"1125","2015-16","J. Palacios","22","0","0","","5.40","2","0","0","0","0","1.2","4","1","1","0","0","2","72","2.400","21.60","0.00","0.00","10.80","","0"
"1126","2015-16","Y. López","25","0","2","0.0000","9.39","2","2","0","0","0","7.2","11","8","8","2","6","2","41","2.217","12.91","2.35","7.04","2.35","0.3333","0"
"1127","2015-16","J. Belisario","22","0","0","","18.00","1","0","0","0","0","1.0","3","2","2","1","0","2","22","3.000","27.00","9.00","0.00","18.00","","0"
"1128","2015-16","J. Grullon","25","0","0","","9.00","2","0","0","0","0","1.0","3","1","1","0","2","1","43","5.000","27.00","0.00","18.00","9.00","0.5000","0"
"1129","2015-16","B. Villarreal","28","0","0","","27.00","2","0","0","0","0","1.1","4","4","4","0","0","1","14","3.000","27.00","0.00","0.00","6.75","","0"
"1130","2015-16","C. Guevara","21","0","0","","5.40","4","0","0","0","0","1.2","3","1","1","0","0","1","72","1.800","16.20","0.00","0.00","5.40","","0"
"1131","2015-16","J. Yan","27","0","0","","3.38","2","0","0","0","0","2.2","2","1","1","1","0","1","115","0.750","6.75","3.38","0.00","3.38","","0"
"1132","2015-16","A. Herrera","22","0","0","","3.86","5","0","0","0","0","2.1","6","2","1","0","1","0","101","3.000","23.14","0.00","3.86","0.00","0.0000","0"
"1133","2015-16","H. Rodríguez","21","0","0","","3.38","2","0","0","0","0","2.2","1","1","1","0","2","0","115","1.125","3.38","0.00","6.75","0.00","0.0000","0"
"1134","2015-16","E. Idrogo","20","0","0","","","1","0","0","0","0","0.0","1","0","0","0","0","0","","","","","","","","0"
"1135","2015-16","F. De La Cruz","31","0","0","","9.00","1","0","0","0","0","1.0","1","1","1","0","2","0","43","3.000","9.00","0.00","18.00","0.00","0.0000","0"
"1136","2015-16","R. Paredes","22","0","0","","5.40","2","0","0","0","0","1.2","3","3","1","0","0","0","72","1.800","16.20","0.00","0.00","0.00","","0"
"1137","2015-16","O. Pérez","24","0","0","","0.00","1","0","0","0","0","0.2","0","0","0","0","0","0","","0.000","0.00","0.00","0.00","0.00","","0"
"1138","2015-16","E. Villasmil","23","1","0","1.0000","0.00","2","0","0","0","0","0.1","2","0","0","0","0","0","","6.000","54.00","0.00","0.00","0.00","","0"
"1139","2016-17","W. Cuevas","26","6","0","1.0000","2.08","11","11","1","0","0","60.2","43","14","14","1","16","58","201","0.973","6.38","0.15","2.37","8.60","3.6250","0"
"1140","2016-17","A. Mavare","26","1","1","0.5000","1.95","30","0","0","0","0","27.2","25","9","6","2","7","33","215","1.157","8.13","0.65","2.28","10.73","4.7143","0"
"1141","2016-17","W. Pérez","31","0","1","0.0000","3.18","30","0","0","0","0","22.2","10","10","8","0","7","30","132","0.750","3.97","0.00","2.78","11.91","4.2857","0"
"1142","2016-17","K. De La Cruz","28","2","3","0.4000","4.02","8","8","0","0","0","31.1","34","17","14","1","14","28","104","1.532","9.77","0.29","4.02","8.04","2.0000","2"
"1143","2016-17","G. Infante","29","1","1","0.5000","0.37","24","0","0","0","14","24.0","10","2","1","0","10","25","1,132","0.833","3.75","0.00","3.75","9.37","2.5000","0"
"1144","2016-17","G. Ross","27","3","3","0.5000","3.38","10","10","0","0","0","45.1","43","18","17","0","18","23","124","1.346","8.54","0.00","3.57","4.57","1.2778","0"
"1145","2016-17","J. Albaladejo","34","1","3","0.2500","4.10","6","6","0","0","0","26.1","29","12","12","1","5","19","102","1.291","9.91","0.34","1.71","6.49","3.8000","1"
"1146","2016-17","J. Alvarado","21","1","0","1.0000","1.93","9","0","0","0","0","9.1","5","2","2","1","4","13","217","0.964","4.82","0.96","3.86","12.54","3.2500","0"
"1147","2016-17","T. Collier","27","2","2","0.5000","2.81","6","5","0","0","0","25.2","22","8","8","2","9","13","149","1.208","7.71","0.70","3.16","4.56","1.4444","0"
"1148","2016-17","M. Antonini","31","0","1","0.0000","10.38","3","3","0","0","0","8.2","13","11","10","5","9","12","40","2.538","13.50","5.19","9.35","12.46","1.3333","1"
"1149","2016-17","S. Escalona","32","1","1","0.5000","5.40","24","0","0","0","0","10.0","11","8","6","0","7","12","78","1.800","9.90","0.00","6.30","10.80","1.7143","0"
"1150","2016-17","R. Cova","34","0","2","0.0000","8.22","23","0","0","0","0","15.1","29","14","14","0","6","11","51","2.283","17.02","0.00","3.52","6.46","1.8333","1"
"1151","2016-17","S. Gervacio","31","1","1","0.5000","5.28","20","0","0","0","2","15.1","16","9","9","2","9","11","79","1.630","9.39","1.17","5.28","6.46","1.2222","0"
"1152","2016-17","S. González","24","0","0","","6.75","12","0","0","0","0","8.0","9","7","6","1","4","11","62","1.625","10.13","1.12","4.50","12.37","2.7500","0"
"1153","2016-17","R. Pinto","22","2","0","1.0000","3.86","8","0","0","0","0","14.0","17","7","6","2","4","11","109","1.500","10.93","1.29","2.57","7.07","2.7500","0"
"1154","2016-17","E. Escalona","30","1","1","0.5000","4.24","4","4","0","0","0","17.0","23","8","8","2","3","11","99","1.529","12.18","1.06","1.59","5.82","3.6667","0"
"1155","2016-17","J. Palacios","23","1","1","0.5000","2.93","10","0","0","0","0","15.1","10","5","5","1","6","10","143","1.043","5.87","0.59","3.52","5.87","1.6667","1"
"1156","2016-17","J. González","26","1","0","1.0000","1.76","17","0","0","0","0","15.1","17","3","3","1","3","10","238","1.304","9.98","0.59","1.76","5.87","3.3333","0"
"1157","2016-17","H. Rodríguez","22","1","2","0.3333","5.16","13","4","0","0","0","22.2","32","15","13","2","10","10","81","1.853","12.71","0.79","3.97","3.97","1.0000","0"
"1158","2016-17","R. Searle","27","1","1","0.5000","4.50","9","0","0","0","0","8.0","8","4","4","1","3","9","93","1.375","9.00","1.12","3.38","10.13","3.0000","0"
"1159","2016-17","P. Echemendia","25","2","1","0.6667","3.57","29","0","0","0","0","22.2","28","10","9","2","11","8","117","1.721","11.12","0.79","4.37","3.18","0.7273","1"
"1160","2016-17","E. Guerrero","31","1","3","0.2500","4.35","6","4","0","0","0","20.2","30","11","10","1","7","8","96","1.790","13.06","0.44","3.05","3.48","1.1429","0"
"1161","2016-17","J. Hale","31","0","1","0.0000","9.77","5","5","0","0","0","15.2","33","19","17","2","2","8","43","2.234","18.96","1.15","1.15","4.60","4.0000","0"
"1162","2016-17","A. Herrera","23","0","1","0.0000","10.80","8","0","0","0","0","6.2","12","12","8","3","4","5","39","2.400","16.20","4.05","5.40","6.75","1.2500","0"
"1163","2016-17","M. Robles","27","0","0","","8.53","11","0","0","0","0","6.1","9","6","6","0","7","5","49","2.526","12.79","0.00","9.95","7.11","0.7143","0"
"1164","2016-17","R. Ramírez","34","0","1","0.0000","12.71","5","1","0","0","0","5.2","14","8","8","2","2","4","33","2.824","22.24","3.18","3.18","6.35","2.0000","0"
"1165","2016-17","A. Noguera","28","0","1","0.0000","4.85","22","0","0","0","0","13.0","18","9","7","0","5","4","86","1.769","12.46","0.00","3.46","2.77","0.8000","0"
"1166","2016-17","J. Ortiz","26","0","0","","3.86","13","0","0","0","0","9.1","10","4","4","1","1","3","109","1.179","9.64","0.96","0.96","2.89","3.0000","0"
"1167","2016-17","A. Torres","21","0","0","","0.00","2","0","0","0","0","2.0","1","1","0","0","0","2","","0.500","4.50","0.00","0.00","9.00","","0"
"1168","2016-17","H. Brazoban","27","0","0","","0.00","2","0","0","0","0","2.0","3","0","0","0","0","2","","1.500","13.50","0.00","0.00","9.00","","0"
"1169","2016-17","G. Guerra","23","1","0","1.0000","0.00","4","0","0","0","0","3.1","3","1","0","0","3","1","","1.800","8.10","0.00","8.10","2.70","0.3333","0"
"1170","2016-17","O. Melendez","30","0","0","","20.25","1","0","0","0","0","1.1","2","3","3","0","1","1","21","2.250","13.50","0.00","6.75","6.75","1.0000","0"
"1171","2016-17","E. Briceno","24","0","1","0.0000","12.46","3","2","0","0","0","4.1","14","9","6","0","1","1","34","3.462","29.08","0.00","2.08","2.08","1.0000","0"
"1172","2016-17","C. Guevara","22","0","0","","0.00","2","0","0","0","0","3.0","2","0","0","0","0","1","","0.667","6.00","0.00","0.00","3.00","","0"
"1173","2016-17","A. Gerdel","23","0","0","","54.00","1","0","0","0","0","0.1","2","2","2","0","0","1","8","6.000","54.00","0.00","0.00","27.00","","0"
"1174","2016-17","M. O'brien","26","0","0","","3.00","3","0","0","0","0","3.0","2","1","1","0","2","1","140","1.333","6.00","0.00","6.00","3.00","0.5000","0"
"1175","2016-17","E. González","34","0","0","","81.00","1","0","0","0","0","0.2","3","6","6","1","2","0","5","7.500","40.50","13.50","27.00","0.00","0.0000","0"
"1176","2016-17","R. Kussmaul","30","0","0","","13.50","2","0","0","0","0","1.1","3","2","2","1","1","0","31","3.000","20.25","6.75","6.75","0.00","0.0000","0"
"1177","2016-17","E. De León","26","0","0","","45.00","2","0","0","0","0","1.0","4","5","5","0","1","0","9","5.000","36.00","0.00","9.00","0.00","0.0000","0"
"1178","2016-17","E. Bock","22","0","0","","18.00","1","0","0","0","0","1.0","2","2","2","0","1","0","23","3.000","18.00","0.00","9.00","0.00","0.0000","0"
"1179","2016-17","H. Mayora","27","0","0","","5.40","3","0","0","0","0","1.2","3","1","1","0","2","0","78","3.000","16.20","0.00","10.80","0.00","0.0000","0"
"1180","2017-18","J. Albaladejo","35","5","6","0.4545","4.91","14","14","0","0","0","73.1","98","43","40","7","15","42","88","1.541","12.03","0.86","1.84","5.15","2.8000","1"
"1181","2017-18","T. Collier","28","1","4","0.2000","5.17","8","8","0","0","0","38.1","44","24","22","3","9","31","84","1.383","10.33","0.70","2.11","7.28","3.4444","0"
"1182","2017-18","J. Guerra","32","3","2","0.6000","2.98","9","8","0","0","0","48.1","40","19","16","1","17","30","145","1.179","7.45","0.19","3.17","5.59","1.7647","0"
"1183","2017-18","A. Torres","30","1","5","0.1667","6.91","8","8","0","0","0","28.2","39","28","22","3","21","27","63","2.093","12.24","0.94","6.59","8.48","1.2857","0"
"1184","2017-18","R. Cova","35","0","0","","2.03","31","0","0","0","1","26.2","16","7","6","3","7","26","213","0.863","5.40","1.01","2.36","8.78","3.7143","0"
"1185","2017-18","A. Noguera","29","1","3","0.2500","5.29","21","6","0","0","0","32.1","46","24","19","2","9","24","82","1.701","12.80","0.56","2.51","6.68","2.6667","1"
"1186","2017-18","E. Escalona","31","0","6","0.0000","5.10","12","8","0","0","0","42.1","50","31","24","2","13","20","85","1.488","10.63","0.43","2.76","4.25","1.5385","0"
"1187","2017-18","D. Antolin","28","3","1","0.7500","0.84","21","0","0","0","6","21.1","16","2","2","1","4","20","514","0.938","6.75","0.42","1.69","8.44","5.0000","0"
"1188","2017-18","A. Mavare","27","0","0","","1.80","20","0","0","0","0","20.0","21","5","4","1","6","20","240","1.350","9.45","0.45","2.70","9.00","3.3333","1"
"1189","2017-18","H. Álvarez","27","2","4","0.3333","7.68","8","8","0","0","0","34.0","57","31","29","1","11","17","56","2.000","15.09","0.26","2.91","4.50","1.5455","0"
"1190","2017-18","J. Anderson","29","0","2","0.0000","7.80","26","0","0","0","0","15.0","21","13","13","1","7","17","55","1.867","12.60","0.60","4.20","10.20","2.4286","0"
"1191","2017-18","C. Misell","25","3","1","0.7500","4.22","23","0","0","0","0","21.1","21","10","10","0","13","15","102","1.594","8.86","0.00","5.48","6.33","1.1538","0"
"1192","2017-18","J. Cavanerio","23","2","0","1.0000","4.58","17","0","0","0","0","19.2","19","10","10","0","3","14","94","1.119","8.69","0.00","1.37","6.41","4.6667","0"
"1193","2017-18","S. Rosin","29","1","1","0.5000","2.25","23","0","0","0","2","20.0","23","7","5","0","9","13","192","1.600","10.35","0.00","4.05","5.85","1.4444","0"
"1194","2017-18","H. Mayora","28","2","0","1.0000","6.35","23","0","0","0","0","22.2","32","16","16","2","14","8","68","2.029","12.71","0.79","5.56","3.18","0.5714","0"
"1195","2017-18","P. Echemendia","26","0","1","0.0000","5.62","9","0","0","0","0","8.0","18","5","5","0","3","7","77","2.625","20.25","0.00","3.38","7.87","2.3333","0"
"1196","2017-18","K. Canelón","23","0","0","","1.04","13","0","0","0","0","8.2","8","1","1","0","0","6","415","0.923","8.31","0.00","0.00","6.23","","0"
"1197","2017-18","W. Pérez","32","0","0","","9.53","12","0","0","0","0","5.2","6","6","6","0","2","6","45","1.412","9.53","0.00","3.18","9.53","3.0000","0"
"1198","2017-18","A. Cardona","23","0","1","0.0000","4.05","7","0","0","0","0","6.2","8","4","3","1","1","5","107","1.350","10.80","1.35","1.35","6.75","5.0000","0"
"1199","2017-18","M. Delcarmen","35","0","0","","0.00","9","0","0","0","0","9.0","8","0","0","0","1","5","","1.000","8.00","0.00","1.00","5.00","5.0000","0"
"1200","2017-18","H. Rodríguez","23","0","0","","1.23","8","0","0","0","0","7.1","7","3","1","0","8","4","351","2.045","8.59","0.00","9.82","4.91","0.5000","0"
"1201","2017-18","G. Infante","30","0","1","0.0000","5.79","5","0","0","0","2","4.2","9","6","3","0","1","4","75","2.143","17.36","0.00","1.93","7.71","4.0000","0"
"1202","2017-18","B. Bergesen","32","0","0","","9.00","3","2","0","0","0","12.0","20","12","12","1","4","3","48","2.000","15.00","0.75","3.00","2.25","0.7500","0"
"1203","2017-18","S. Gervacio","32","0","0","","4.50","4","0","0","0","0","4.0","5","2","2","0","1","3","96","1.500","11.25","0.00","2.25","6.75","3.0000","0"
"1204","2017-18","J. Hale","32","0","1","0.0000","15.75","2","1","0","0","0","4.0","9","7","7","1","4","2","27","3.250","20.25","2.25","9.00","4.50","0.5000","0"
"1205","2017-18","C. Guevara","23","0","0","","9.00","3","0","0","0","0","2.0","3","2","2","0","1","1","48","2.000","13.50","0.00","4.50","4.50","1.0000","0"
"1206","2017-18","R. Carson","28","0","0","","3.00","4","0","0","0","0","3.0","3","1","1","0","0","0","144","1.000","9.00","0.00","0.00","0.00","","0"
"1207","2017-18","C. Rearick","30","0","0","","7.71","4","0","0","0","0","2.1","4","2","2","0","2","0","56","2.571","15.43","0.00","7.71","0.00","0.0000","0"
"1208","2018-19","D. Kubiak","29","4","3","0.5714","2.53","14","12","0","0","0","64.0","55","19","18","5","22","48","151","1.203","7.73","0.70","3.09","6.75","2.1818","0"
"1209","2018-19","J. Albaladejo","36","4","6","0.4000","5.58","13","13","0","0","0","61.1","74","40","38","1","18","31","68","1.500","10.86","0.15","2.64","4.55","1.7222","1"
"1210","2018-19","A. Lerew","36","2","6","0.2500","3.95","11","9","0","0","0","41.0","52","27","18","2","9","23","97","1.488","11.41","0.44","1.98","5.05","2.5556","1"
"1211","2018-19","R. Cova","36","2","0","1.0000","3.86","26","0","0","0","0","23.1","29","11","10","1","12","21","99","1.757","11.19","0.39","4.63","8.10","1.7500","0"
