"","years","jugador","edad","w","l","w-l%","era","g","gs","cg","sho","sv","ip","h","r","er","hr","bb","so","ir","whip","h/9","hr/9","bb/9","so/9","so/bb","bk"
"616","2000-01","Y. Naveda","32","2","2","0.5000","5.68","19","0","0","","0","19.0","22","","12","","6","13","73","1.474","10.42","","2.84","6.16","2.1667",""
"617","2000-01","G. Beck","28","2","3","0.4000","9.00","7","7","0","","0","24.0","45","","24","","4","12","46","2.042","16.88","","1.50","4.50","3.0000",""
"618","2000-01","L. Salazar","26","0","0","","5.09","15","0","0","","1","23.0","23","","13","","4","11","81","1.174","9.00","","1.57","4.30","2.7500",""
"619","2000-01","B. Miadich","24","0","2","0.0000","15.12","10","0","0","","4","8.1","15","","14","","6","9","27","2.520","16.20","","6.48","9.72","1.5000",""
"620","2000-01","R. Sorzano","24","1","1","0.5000","6.95","9","4","0","","0","22.0","33","","17","","10","7","59","1.955","13.50","","4.09","2.86","0.7000",""
"621","2000-01","L. Gardner","25","0","2","0.0000","5.19","9","0","0","","2","8.2","6","","5","","4","6","80","1.154","6.23","","4.15","6.23","1.5000",""
"622","2000-01","E. González","18","0","0","","0.00","2","0","0","","0","4.1","3","","0","","1","6","","0.923","6.23","","2.08","12.46","6.0000",""
"623","2000-01","E. Pérez","28","0","0","","3.86","12","0","0","","0","9.1","8","","4","","5","6","107","1.393","7.71","","4.82","5.79","1.2000",""
"624","2000-01","C. Ortega","22","0","0","","10.80","7","0","0","","0","5.0","8","","6","","3","4","38","2.200","14.40","","5.40","7.20","1.3333",""
"625","2000-01","F. Arellan","19","0","0","","0.00","3","0","0","","0","2.2","0","","0","","4","3","","1.500","0.00","","13.50","10.13","0.7500",""
"626","2000-01","E. Arteaga","19","0","0","","0.00","1","0","0","","0","2.0","2","","0","","0","0","","1.000","9.00","","0.00","0.00","",""
"627","2000-01","D. Reina","18","0","0","","18.00","1","0","0","","0","1.0","4","","2","","0","0","23","4.000","36.00","","0.00","0.00","",""
"628","2000-01","H. Baez","25","0","0","","0.00","5","0","0","","0","1.0","2","","0","","2","0","","4.000","18.00","","18.00","0.00","0.0000",""
"629","2001-02","E. Stull","30","6","4","0.6000","3.07","15","11","0","","0","76.1","60","","26","","22","61","135","1.074","7.07","","2.59","7.19","2.7727",""
"630","2001-02","F. Lira","29","3","7","0.3000","2.91","15","14","4","","1","89.2","85","","29","","14","60","143","1.104","8.53","","1.41","6.02","4.2857",""
"631","2001-02","B. Cornett","32","2","5","0.2857","4.85","15","12","0","","0","65.0","66","","35","","20","35","86","1.323","9.14","","2.77","4.85","1.7500",""
"632","2001-02","J. Julio","22","2","2","0.5000","1.67","25","0","0","","12","27.0","22","","5","","9","34","249","1.148","7.33","","3.00","11.33","3.7778",""
"633","2001-02","T. Harikkala","30","2","1","0.6667","2.32","17","2","0","","2","42.2","31","","11","","11","31","179","0.984","6.54","","2.32","6.54","2.8182",""
"634","2001-02","S. Falteisek","29","2","3","0.4000","4.19","9","7","0","","0","38.2","37","","18","","9","24","99","1.190","8.61","","2.09","5.59","2.6667",""
"635","2001-02","D. Pacheco","23","1","5","0.1667","4.79","15","8","0","","0","47.0","61","","25","","12","22","87","1.553","11.68","","2.30","4.21","1.8333",""
"636","2001-02","C. Ortega","23","0","0","","6.75","14","1","0","","0","9.1","13","","7","","8","11","61","2.250","12.54","","7.71","10.61","1.3750",""
"637","2001-02","E. Arteaga","20","2","0","1.0000","6.86","14","0","0","","0","21.0","25","","16","","10","11","60","1.667","10.71","","4.29","4.71","1.1000",""
"638","2001-02","E. González","19","0","0","","9.31","9","0","0","","0","9.2","17","","10","","4","10","45","2.172","15.83","","3.72","9.31","2.5000",""
"639","2001-02","S. Lundberg","24","1","2","0.3333","6.75","6","3","0","","1","17.1","30","","13","","3","10","61","1.904","15.58","","1.56","5.19","3.3333",""
"640","2001-02","D. Wheeler","24","1","1","0.5000","9.31","6","3","0","","0","19.1","31","","20","","4","9","45","1.810","14.43","","1.86","4.19","2.2500",""
"641","2001-02","R. Salazar","20","1","1","0.5000","5.93","21","0","0","","1","13.2","13","","9","","8","9","70","1.537","8.56","","5.27","5.93","1.1250",""
"642","2001-02","L. Torres","20","0","0","","4.96","10","1","0","","0","16.1","18","","9","","11","8","84","1.776","9.92","","6.06","4.41","0.7273",""
"643","2001-02","L. Salazar","27","3","0","1.0000","3.79","15","0","0","","0","19.0","22","","8","","4","8","109","1.368","10.42","","1.89","3.79","2.0000",""
"644","2001-02","G. Casadiego","19","2","2","0.5000","10.90","17","0","0","","0","17.1","33","","21","","12","7","38","2.596","17.13","","6.23","3.63","0.5833",""
"645","2001-02","J. Tessmer","30","0","0","","3.72","7","0","0","","0","9.2","9","","4","","1","6","112","1.034","8.38","","0.93","5.59","6.0000",""
"646","2001-02","L. Schuermann","0","0","1","0.0000","18.00","7","0","0","","0","3.0","9","","6","","2","1","23","3.667","27.00","","6.00","3.00","0.5000",""
"647","2001-02","A. Correa","19","0","0","","0.00","1","0","0","","0","0.2","1","","0","","0","0","","1.500","13.50","","0.00","0.00","",""
"648","2001-02","J. Paz","19","0","0","","","1","0","0","","0","0.0","0","","1","","1","0","","","","","","","0.0000",""
"649","2001-02","D. Reina","19","0","0","","13.50","1","0","0","","0","1.1","2","","2","","0","0","31","1.500","13.50","","0.00","0.00","",""
"650","2002-03","B. Pulsipher","29","6","1","0.8571","2.85","9","8","0","","0","47.1","53","","15","","9","39","123","1.310","10.08","","1.71","7.42","4.3333",""
"651","2002-03","S. Falteisek","30","2","2","0.5000","2.45","10","8","0","","2","51.1","35","","14","","16","37","143","0.994","6.14","","2.81","6.49","2.3125",""
"652","2002-03","A. Levrault","25","3","1","0.7500","2.06","8","8","0","","0","48.0","40","","11","","14","33","170","1.125","7.50","","2.62","6.19","2.3571",""
"653","2002-03","F. Lira","30","3","3","0.5000","3.24","7","6","2","","0","41.2","44","","15","","5","23","108","1.176","9.50","","1.08","4.97","4.6000",""
"654","2002-03","M. Castillo","23","1","3","0.2500","3.91","10","2","0","","0","25.1","27","","11","","7","19","90","1.342","9.59","","2.49","6.75","2.7143",""
"655","2002-03","J. Julio","23","0","1","0.0000","1.35","11","0","0","","10","13.1","7","","2","","4","17","260","0.825","4.73","","2.70","11.48","4.2500",""
"656","2002-03","B. Simon","28","0","3","0.0000","4.57","6","5","0","","0","21.2","27","","11","","7","14","77","1.569","11.22","","2.91","5.82","2.0000",""
"657","2002-03","D. Pacheco","24","2","1","0.6667","3.86","9","0","0","","0","11.2","12","","5","","0","12","91","1.029","9.26","","0.00","9.26","",""
"658","2002-03","F. Rodríguez","20","0","0","","0.00","2","1","0","","0","4.2","3","","0","","1","9","","0.857","5.79","","1.93","17.36","9.0000",""
"659","2002-03","R. Beasley","26","2","0","1.0000","5.06","13","0","0","","2","10.2","17","","6","","2","8","69","1.781","14.34","","1.69","6.75","4.0000",""
"660","2002-03","E. Arteaga","21","1","0","1.0000","4.58","10","1","0","","0","17.2","27","","9","","5","6","77","1.811","13.75","","2.55","3.06","1.2000",""
"661","2002-03","G. Mata","19","0","0","","5.59","7","0","0","","0","9.2","17","","6","","1","6","63","1.862","15.83","","0.93","5.59","6.0000",""
"662","2002-03","E. González","20","1","1","0.5000","2.35","7","0","0","","0","7.2","7","","2","","5","5","149","1.565","8.22","","5.87","5.87","1.0000",""
"663","2002-03","R. Salazar","21","1","0","1.0000","5.00","14","0","0","","0","9.0","10","","5","","6","5","70","1.778","10.00","","6.00","5.00","0.8333",""
"664","2002-03","E. Stull","31","0","0","","7.11","2","1","0","","0","6.1","4","","5","","7","4","49","1.737","5.68","","9.95","5.68","0.5714",""
"665","2002-03","R. Caraballo","33","0","0","","5.91","8","0","0","","0","10.2","13","","7","","4","3","59","1.594","10.97","","3.38","2.53","0.7500",""
"666","2002-03","G. Casadiego","20","0","0","","1.35","5","0","0","","0","6.2","2","","1","","2","2","260","0.600","2.70","","2.70","2.70","1.0000",""
"667","2002-03","F. Arellan","21","1","1","0.5000","4.76","6","0","0","","0","5.2","6","","3","","4","0","74","1.765","9.53","","6.35","0.00","0.0000",""
"668","2002-03","H. Cerezo","20","0","0","","0.00","1","0","0","","0","0.1","0","","0","","0","0","","0.000","0.00","","0.00","0.00","",""
"669","2003-04","F. Rodríguez","21","2","1","0.6667","2.62","24","1","0","","8","34.1","26","","10","","10","59","166","1.049","6.82","","2.62","15.47","5.9000",""
"670","2003-04","F. Lira","31","4","6","0.4000","4.20","13","13","0","","0","79.1","90","","37","","16","51","103","1.336","10.21","","1.82","5.79","3.1875",""
"671","2003-04","G. Mata","20","4","1","0.8000","3.66","15","8","0","","0","51.2","52","","21","","12","35","119","1.239","9.06","","2.09","6.10","2.9167",""
"672","2003-04","B. Pulsipher","30","4","1","0.8000","3.40","13","10","0","","0","53.0","66","","20","","18","34","128","1.585","11.21","","3.06","5.77","1.8889",""
"673","2003-04","D. Pacheco","25","3","1","0.7500","4.23","25","1","0","","2","44.2","51","","21","","19","33","103","1.567","10.28","","3.83","6.65","1.7368",""
"674","2003-04","M. Castillo","24","2","1","0.6667","5.92","13","11","0","","0","48.2","64","","32","","20","31","73","1.726","11.84","","3.70","5.73","1.5500",""
"675","2003-04","S. Falteisek","31","2","5","0.2857","4.95","13","10","0","","0","56.1","65","","31","","25","26","88","1.598","10.38","","3.99","4.15","1.0400",""
"676","2003-04","M. González","25","1","1","0.5000","4.42","25","0","0","","2","18.1","15","","9","","11","24","98","1.418","7.36","","5.40","11.78","2.1818",""
"677","2003-04","G. Casadiego","21","5","2","0.7143","2.36","23","0","0","","0","26.2","26","","7","","11","22","184","1.388","8.78","","3.71","7.43","2.0000",""
"678","2003-04","E. González","21","0","1","0.0000","4.71","12","0","0","","0","21.0","17","","11","","9","18","92","1.238","7.29","","3.86","7.71","2.0000",""
"679","2003-04","R. Salazar","22","1","0","1.0000","9.00","17","0","0","","0","11.0","16","","11","","5","15","48","1.909","13.09","","4.09","12.27","3.0000",""
"680","2003-04","J. DeSilva","36","1","2","0.3333","4.61","7","2","0","","0","13.2","19","","7","","5","14","94","1.756","12.51","","3.29","9.22","2.8000",""
"681","2003-04","J. Reid","26","2","2","0.5000","9.24","6","2","0","","0","12.2","18","","13","","5","11","47","1.816","12.79","","3.55","7.82","2.2000",""
"682","2003-04","D. Reina","21","0","0","","9.24","11","0","0","","0","12.2","19","","13","","9","10","47","2.211","13.50","","6.39","7.11","1.1111",""
"683","2003-04","R. Marquez","30","1","0","1.0000","3.86","8","0","0","","0","9.1","7","","4","","4","9","112","1.179","6.75","","3.86","8.68","2.2500",""
"684","2003-04","J. Julio","24","1","0","1.0000","1.93","9","0","0","","4","9.1","7","","2","","4","6","225","1.179","6.75","","3.86","5.79","1.5000",""
"685","2003-04","L. Torres","22","0","1","0.0000","7.27","7","0","0","","0","8.2","15","","7","","5","5","60","2.308","15.58","","5.19","5.19","1.0000",""
"686","2003-04","H. Cerezo","21","0","0","","14.62","13","0","0","","0","8.0","16","","13","","8","5","30","3.000","18.00","","9.00","5.62","0.6250",""
"687","2003-04","C. Rodríguez","24","0","0","","10.80","3","0","0","","0","3.1","7","","4","","3","4","40","3.000","18.90","","8.10","10.80","1.3333",""
"688","2003-04","O. Henriquez","29","0","2","0.0000","13.50","5","0","0","","1","3.1","2","","5","","5","4","32","2.100","5.40","","13.50","10.80","0.8000",""
"689","2003-04","A. Levrault","26","0","0","","12.86","3","3","0","","0","7.0","18","","10","","3","4","34","3.000","23.14","","3.86","5.14","1.3333",""
"690","2003-04","E. Arteaga","22","0","1","0.0000","9.82","7","1","0","","0","11.0","17","","12","","3","3","44","1.818","13.91","","2.45","2.45","1.0000",""
"691","2003-04","N. Echarry","21","0","0","","3.00","2","0","0","","0","3.0","5","","1","","0","2","145","1.667","15.00","","0.00","6.00","",""
"692","2003-04","F. Arellan","22","0","1","0.0000","27.00","2","0","0","","0","1.1","3","","4","","3","1","16","4.500","20.25","","20.25","6.75","0.3333",""
"693","2003-04","L. Nacar","20","0","0","","9.00","1","0","0","","0","2.0","3","","2","","2","0","48","2.500","13.50","","9.00","0.00","0.0000",""
"694","2003-04","L. Pena","20","0","0","","0.00","1","0","0","","0","1.0","2","","0","","0","0","","2.000","18.00","","0.00","0.00","",""
"695","2004-05","F. Rodríguez","22","0","0","","1.42","16","1","0","","4","19.0","9","","3","","7","32","322","0.842","4.26","","3.32","15.16","4.5714",""
"696","2004-05","B. Mallette","29","0","2","0.0000","7.18","9","4","0","","0","26.1","32","","21","","4","28","64","1.367","10.94","","1.37","9.57","7.0000",""
"697","2004-05","G. Casadiego","22","1","2","0.3333","5.24","19","1","0","","0","34.1","49","","20","","15","27","87","1.864","12.84","","3.93","7.08","1.8000",""
"698","2004-05","J. Ryan","28","3","2","0.6000","4.75","7","7","0","","0","36.0","40","","19","","8","24","96","1.333","10.00","","2.00","6.00","3.0000",""
"699","2004-05","H. Totten","26","2","4","0.3333","5.44","11","11","0","","0","49.2","64","","30","","11","24","84","1.510","11.60","","1.99","4.35","2.1818",""
"700","2004-05","F. Lira","32","3","6","0.3333","3.72","11","10","0","","0","55.2","64","","23","","7","24","123","1.275","10.35","","1.13","3.88","3.4286",""
"701","2004-05","B. Kemp","24","2","1","0.6667","4.25","27","0","0","","0","29.2","32","","14","","10","22","108","1.416","9.71","","3.03","6.67","2.2000",""
"702","2004-05","R. Salazar","23","2","1","0.6667","7.13","35","0","0","","1","17.2","15","","14","","8","21","64","1.302","7.64","","4.08","10.70","2.6250",""
"703","2004-05","A. Tovar","26","1","1","0.5000","4.56","29","0","0","","5","25.2","34","","13","","13","20","100","1.831","11.92","","4.56","7.01","1.5385",""
"704","2004-05","E. González","22","3","3","0.5000","6.75","22","2","0","","0","34.2","45","","26","","10","19","68","1.587","11.68","","2.60","4.93","1.9000",""
"705","2004-05","W. Abreu","27","1","0","1.0000","3.77","7","0","0","","0","14.1","15","","6","","3","19","121","1.256","9.42","","1.88","11.93","6.3333",""
"706","2004-05","L. Pena","21","0","4","0.0000","3.09","8","6","0","","0","32.0","36","","11","","18","15","148","1.688","10.13","","5.06","4.22","0.8333",""
"707","2004-05","F. Gutierrez","24","0","1","0.0000","6.28","10","0","0","","0","14.1","17","","10","","6","13","73","1.605","10.67","","3.77","8.16","2.1667",""
"708","2004-05","E. Arteaga","23","0","3","0.0000","7.12","19","0","0","","1","30.1","51","","24","","5","12","64","1.846","15.13","","1.48","3.56","2.4000",""
"709","2004-05","P. Mahomes","34","0","2","0.0000","5.30","5","3","0","","0","18.2","25","","11","","6","11","86","1.661","12.05","","2.89","5.30","1.8333",""
"710","2004-05","D. Manning","32","0","3","0.0000","7.98","6","4","0","","0","14.2","22","","13","","9","11","57","2.114","13.50","","5.52","6.75","1.2222",""
"711","2004-05","S. Kent","26","1","2","0.3333","6.88","11","3","0","","0","17.0","23","","13","","14","10","66","2.176","12.18","","7.41","5.29","0.7143",""
"712","2004-05","J. Julio","25","0","0","","2.31","9","1","0","","3","11.2","6","","3","","3","8","198","0.771","4.63","","2.31","6.17","2.6667",""
"713","2004-05","L. Noriega","22","0","0","","4.32","6","1","0","","0","8.1","8","","4","","6","6","106","1.680","8.64","","6.48","6.48","1.0000",""
"714","2004-05","J. López","28","1","1","0.5000","8.64","4","2","0","","0","8.1","10","","8","","2","6","53","1.440","10.80","","2.16","6.48","3.0000",""
"715","2004-05","E. Avendano","21","1","1","0.5000","6.75","2","0","0","","0","4.0","6","","3","","1","4","68","1.750","13.50","","2.25","9.00","4.0000",""
"716","2004-05","G. Mata","21","0","1","0.0000","2.45","3","2","0","","0","7.1","9","","2","","1","3","187","1.364","11.05","","1.23","3.68","3.0000",""
"717","2004-05","R. Rodríguez","23","0","0","","13.50","5","0","0","","0","4.0","9","","6","","2","2","34","2.750","20.25","","4.50","4.50","1.0000",""
"718","2004-05","N. Ochoa","22","0","0","","19.29","1","0","0","","0","2.1","7","","5","","2","2","24","3.857","27.00","","7.71","7.71","1.0000",""
"719","2004-05","D. Pacheco","26","0","1","0.0000","9.00","1","1","0","","0","3.0","5","","3","","2","2","51","2.333","15.00","","6.00","6.00","1.0000",""
"720","2004-05","C. Rodríguez","25","0","0","","0.00","1","0","0","","0","2.1","2","","0","","1","1","","1.286","7.71","","3.86","3.86","1.0000",""
"721","2004-05","F. Medina","25","0","0","","40.50","1","1","0","","0","1.1","4","","6","","4","1","11","6.000","27.00","","27.00","6.75","0.2500",""
"722","2004-05","W. Cordova","0","0","0","","3.00","4","0","0","","0","3.0","2","","1","","2","0","152","1.333","6.00","","6.00","0.00","0.0000",""
"723","2005-06","C. Britton","23","0","1","0.0000","5.16","28","0","0","0","10","22.2","29","13","13","2","9","35","82","1.676","11.51","0.79","3.57","13.90","3.8889","0"
"724","2005-06","E. González","23","6","2","0.7500","3.10","12","12","0","0","0","61.0","63","26","21","1","24","32","136","1.426","9.30","0.15","3.54","4.72","1.3333","1"
"725","2005-06","W. Martínez","27","3","5","0.3750","4.39","14","10","0","0","0","67.2","78","38","33","4","14","30","96","1.360","10.37","0.53","1.86","3.99","2.1429","2"
"726","2005-06","R. Keefer","24","2","3","0.4000","4.10","9","8","0","0","0","37.1","43","19","17","3","15","27","103","1.554","10.37","0.72","3.62","6.51","1.8000","0"
"727","2005-06","G. Casadiego","23","5","1","0.8333","5.26","24","0","0","0","0","25.2","24","16","15","2","13","21","80","1.442","8.42","0.70","4.56","7.36","1.6154","0"
"728","2005-06","F. Lira","33","3","2","0.6000","4.36","12","8","0","0","0","53.2","55","27","26","6","24","20","97","1.472","9.22","1.01","4.02","3.35","0.8333","0"
"729","2005-06","R. Salazar","24","0","2","0.0000","4.20","29","0","0","0","3","15.0","15","7","7","1","9","17","100","1.600","9.00","0.60","5.40","10.20","1.8889","0"
"730","2005-06","C. Haeger","22","4","3","0.5714","4.74","8","8","0","0","0","43.2","50","28","23","4","23","17","89","1.672","10.31","0.82","4.74","3.50","0.7391","0"
"731","2005-06","D. Reina","23","1","1","0.5000","4.37","23","0","0","0","0","22.2","27","16","11","1","16","17","96","1.897","10.72","0.40","6.35","6.75","1.0625","0"
"732","2005-06","A. Vargas","21","3","0","1.0000","1.64","13","2","0","0","0","33.0","21","8","6","2","6","16","257","0.818","5.73","0.55","1.64","4.36","2.6667","0"
"733","2005-06","E. Villacis","26","1","0","1.0000","2.66","27","0","0","0","0","23.2","20","7","7","1","10","14","158","1.268","7.61","0.38","3.80","5.32","1.4000","0"
"734","2005-06","F. Rodríguez","23","0","1","0.0000","5.06","10","1","0","0","4","10.2","12","7","6","0","3","13","83","1.406","10.13","0.00","2.53","10.97","4.3333","0"
"735","2005-06","R. Luque","25","1","1","0.5000","3.93","24","0","0","0","0","18.1","19","8","8","2","11","13","107","1.636","9.33","0.98","5.40","6.38","1.1818","0"
"736","2005-06","B. Laxton","32","0","2","0.0000","10.54","4","4","0","0","0","13.2","23","18","16","1","3","12","40","1.902","15.15","0.66","1.98","7.90","4.0000","0"
"737","2005-06","S. Rice","24","1","0","1.0000","3.06","25","1","0","0","0","17.2","11","7","6","1","8","12","138","1.075","5.60","0.51","4.08","6.11","1.5000","0"
"738","2005-06","A. Tovar","27","0","1","0.0000","5.29","19","0","0","0","0","17.0","22","12","10","2","12","10","80","2.000","11.65","1.06","6.35","5.29","0.8333","0"
"739","2005-06","O. Álvarez","25","1","0","1.0000","0.00","4","1","0","0","0","11.1","11","0","0","0","2","9","","1.147","8.74","0.00","1.59","7.15","4.5000","0"
"740","2005-06","B. Patrick","35","0","2","0.0000","8.53","4","4","0","0","0","12.2","22","14","12","2","4","8","49","2.053","15.63","1.42","2.84","5.68","2.0000","0"
"741","2005-06","T. Cabaniel","22","0","0","","8.44","4","0","0","0","0","5.1","10","5","5","1","3","5","50","2.438","16.88","1.69","5.06","8.44","1.6667","0"
"742","2005-06","B. Cedeño","33","0","1","0.0000","2.35","5","0","0","0","0","7.2","6","3","2","0","2","3","179","1.043","7.04","0.00","2.35","3.52","1.5000","0"
"743","2005-06","C. Malone","25","0","0","","10.13","5","0","0","0","0","2.2","5","3","3","0","1","3","42","2.250","16.88","0.00","3.38","10.13","3.0000","0"
"744","2005-06","V. Nuñez","30","0","1","0.0000","4.76","6","0","0","0","0","5.2","6","3","3","0","5","3","88","1.941","9.53","0.00","7.94","4.76","0.6000","0"
"745","2005-06","F. Quijada","21","0","0","","5.40","3","0","0","0","0","1.2","1","1","1","0","4","3","78","3.000","5.40","0.00","21.60","16.20","0.7500","0"
"746","2005-06","P. Ahearne","36","0","2","0.0000","9.00","3","3","0","0","0","11.0","20","15","11","0","4","2","47","2.182","16.36","0.00","3.27","1.64","0.5000","0"
"747","2005-06","E. Arteaga","24","0","0","","9.53","4","0","0","0","0","5.2","10","7","6","2","2","1","44","2.118","15.88","3.18","3.18","1.59","0.5000","0"
"748","2005-06","J. Riera","22","0","0","","27.00","1","0","0","0","0","1.0","3","3","3","0","1","1","16","4.000","27.00","0.00","9.00","9.00","1.0000","0"
"749","2005-06","J. Cordova","27","0","0","","9.00","1","0","0","0","0","1.0","2","1","1","0","0","0","47","2.000","18.00","0.00","0.00","0.00","","0"
"750","2006-07","S. Randolph","32","4","3","0.5714","3.34","15","13","0","0","0","64.2","54","27","24","4","37","67","115","1.407","7.52","0.56","5.15","9.32","1.8108","0"
"751","2006-07","G. Casadiego","24","4","2","0.6667","2.01","33","0","0","0","0","40.1","43","10","9","2","18","39","192","1.512","9.60","0.45","4.02","8.70","2.1667","0"
"752","2006-07","J. Riera","23","3","1","0.7500","3.12","13","7","0","0","0","43.1","45","17","15","0","21","36","123","1.523","9.35","0.00","4.36","7.48","1.7143","0"
"753","2006-07","K. Batista","25","1","3","0.2500","4.10","18","3","0","0","0","37.1","39","21","17","4","12","30","94","1.366","9.40","0.96","2.89","7.23","2.5000","0"
"754","2006-07","A. Tovar","28","0","1","0.0000","3.81","31","0","0","0","4","28.1","23","15","12","0","16","19","101","1.376","7.31","0.00","5.08","6.04","1.1875","0"
"755","2006-07","R. Salazar","25","2","1","0.6667","3.00","40","0","0","0","0","18.0","15","8","6","2","10","17","128","1.389","7.50","1.00","5.00","8.50","1.7000","0"
"756","2006-07","W. Martínez","28","2","2","0.5000","3.58","12","7","0","0","0","37.2","43","19","15","0","14","14","108","1.513","10.27","0.00","3.35","3.35","1.0000","0"
"757","2006-07","T. Redding","28","2","0","1.0000","2.63","5","5","0","0","0","27.1","24","9","8","2","12","14","146","1.317","7.90","0.66","3.95","4.61","1.1667","0"
"758","2006-07","C. Malone","26","0","3","0.0000","6.91","6","3","0","0","0","14.1","16","13","11","2","10","14","56","1.814","10.05","1.26","6.28","8.79","1.4000","0"
"759","2006-07","O. Álvarez","26","3","1","0.7500","3.52","24","2","0","0","0","30.2","38","17","12","1","12","13","109","1.630","11.15","0.29","3.52","3.82","1.0833","0"
"760","2006-07","L. Pena","23","1","3","0.2500","5.28","17","5","0","0","0","29.0","35","20","17","1","19","12","73","1.862","10.86","0.31","5.90","3.72","0.6316","0"
"761","2006-07","B. Cedeño","34","0","0","","8.40","18","0","0","0","0","15.0","21","15","14","3","5","11","46","1.733","12.60","1.80","3.00","6.60","2.2000","0"
"762","2006-07","F. Rodríguez","24","0","0","","2.89","10","0","0","0","5","9.1","12","4","3","0","3","11","133","1.607","11.57","0.00","2.89","10.61","3.6667","0"
"763","2006-07","A. Vargas","22","0","3","0.0000","10.57","6","5","0","0","0","15.1","26","21","18","4","6","10","36","2.087","15.26","2.35","3.52","5.87","1.6667","0"
"764","2006-07","N. Mccurdy","26","1","2","0.3333","4.76","11","0","0","0","0","11.1","8","7","6","1","2","10","81","0.882","6.35","0.79","1.59","7.94","5.0000","0"
"765","2006-07","F. Lira","34","0","0","","6.92","8","1","0","0","0","13.0","19","11","10","2","8","9","56","2.077","13.15","1.38","5.54","6.23","1.1250","0"
"766","2006-07","E. Wassermann","26","1","3","0.2500","9.88","16","0","0","0","0","13.2","23","16","15","2","6","8","39","2.122","15.15","1.32","3.95","5.27","1.3333","0"
"767","2006-07","E. González","24","0","1","0.0000","3.68","7","5","0","0","0","22.0","23","10","9","2","7","8","105","1.364","9.41","0.82","2.86","3.27","1.1429","0"
"768","2006-07","G. Mata","23","1","1","0.5000","1.66","12","1","0","0","0","21.2","20","5","4","1","6","6","232","1.200","8.31","0.42","2.49","2.49","1.0000","0"
"769","2006-07","R. Medina","20","1","0","1.0000","5.00","7","0","0","0","0","9.0","12","5","5","1","9","6","77","2.333","12.00","1.00","9.00","6.00","0.6667","0"
"770","2006-07","M. Suzuki","31","0","0","","3.18","1","1","0","0","0","5.2","5","2","2","1","1","4","121","1.059","7.94","1.59","1.59","6.35","4.0000","0"
"771","2006-07","S. Tracey","26","0","0","","24.00","3","1","0","0","0","3.0","7","8","8","2","6","4","16","4.333","21.00","6.00","18.00","12.00","0.6667","0"
"772","2006-07","A. Ortega","21","1","0","1.0000","5.14","6","0","0","0","0","7.0","9","7","4","1","4","3","75","1.857","11.57","1.29","5.14","3.86","0.7500","0"
"773","2006-07","B. Logan","22","0","0","","2.08","5","0","0","0","0","4.1","3","2","1","0","0","3","185","0.692","6.23","0.00","0.00","6.23","","0"
"774","2006-07","S. Zumwalt","25","0","2","0.0000","5.87","9","0","0","0","0","7.2","12","6","5","1","3","2","66","1.957","14.09","1.17","3.52","2.35","0.6667","0"
"775","2006-07","O. Henriquez","32","0","0","","0.00","1","0","0","0","0","2.0","0","0","0","0","0","2","","0.000","0.00","0.00","0.00","9.00","","0"
"776","2006-07","J. Journell","29","0","0","","6.75","7","0","0","0","0","6.2","8","5","5","0","5","2","57","1.950","10.80","0.00","6.75","2.70","0.4000","0"
"777","2006-07","H. Phillips","24","0","1","0.0000","6.23","1","1","0","0","0","4.1","6","5","3","1","2","2","62","1.846","12.46","2.08","4.15","4.15","1.0000","0"
"778","2006-07","W. Aguirre","20","0","1","0.0000","6.75","9","0","0","0","0","2.2","3","2","2","0","2","1","57","1.875","10.13","0.00","6.75","3.38","0.5000","0"
"779","2006-07","J. Mercedes","35","0","1","0.0000","22.50","3","2","0","0","0","6.0","13","17","15","2","7","1","17","3.333","19.50","3.00","10.50","1.50","0.1429","0"
"780","2006-07","W. Cordova","0","0","0","","0.00","1","0","0","0","0","0.1","0","0","0","0","0","0","","0.000","0.00","0.00","0.00","0.00","","0"
"781","2007-08","S. Randolph","33","4","5","0.4444","5.01","11","11","0","0","0","46.2","49","29","26","3","23","50","76","1.543","9.45","0.58","4.44","9.64","2.1739","0"
"782","2007-08","K. Batista","26","2","0","1.0000","3.44","27","0","0","0","0","34.0","33","14","13","1","19","32","111","1.529","8.74","0.26","5.03","8.47","1.6842","0"
"783","2007-08","W. Collazo","28","3","3","0.5000","3.20","12","11","0","0","0","59.0","67","25","21","3","14","30","119","1.373","10.22","0.46","2.14","4.58","2.1429","1"
"784","2007-08","G. Casadiego","25","3","2","0.6000","1.27","35","0","0","0","1","35.1","27","11","5","1","14","28","300","1.160","6.88","0.25","3.57","7.13","2.0000","0"
"785","2007-08","E. González","25","2","2","0.5000","3.58","9","8","0","0","0","32.2","32","20","13","5","7","25","106","1.194","8.82","1.38","1.93","6.89","3.5714","0"
"786","2007-08","A. Tovar","29","3","1","0.7500","3.66","25","0","0","0","4","19.2","20","14","8","0","14","23","104","1.729","9.15","0.00","6.41","10.53","1.6429","0"
"787","2007-08","J. Bennett","27","3","3","0.5000","3.09","9","9","0","0","0","43.2","49","20","15","4","16","21","123","1.489","10.10","0.82","3.30","4.33","1.3125","0"
"788","2007-08","F. Rodríguez","25","0","1","0.0000","2.65","16","0","0","0","6","17.0","12","5","5","1","4","21","144","0.941","6.35","0.53","2.12","11.12","5.2500","0"
