years,jugador,edad,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,avg,obp,slg,ops,ir,rc,tb,xb,hbp,sh,sf,refuerzo,ronda,resultado
1995-96,R. Álvarez,18,34,,42,2,4,2,0,0,1,2,,,,0.1,,143,0,,,6,2,,,,NO,regular,Eliminado
1995-96,H. Borges,19,3,,8,0,4,0,1,0,2,0,,,,0.5,,0.75,0,,,6,1,,,,NO,regular,Eliminado
1995-96,J. Arraiz,21,2,,4,2,3,0,0,0,0,0,,,,0.75,,0.75,0,,,3,0,,,,NO,regular,Eliminado
1995-96,G. Rodríguez,17,3,,8,1,2,0,0,0,1,0,,,,0.25,,0.25,0,,,2,0,,,,NO,regular,Eliminado
1995-96,L. Landaeta,18,2,,5,0,2,0,0,0,0,0,,,,0.4,,0.4,0,,,2,0,,,,NO,regular,Eliminado
1995-96,V. Macero,22,3,,5,1,1,0,0,0,0,0,,,,0.2,,0.2,0,,,1,0,,,,NO,regular,Eliminado
1995-96,H. Andrade,29,5,,6,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1995-96,I. Rodríguez,23,2,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1994-95,C. Martínez,29,59,,215,31,78,13,1,5,39,8,,,,0.36,,502,0,,,108,19,,,,NO,regular,Eliminado
1994-95,A. Cabrera,23,53,,202,14,56,8,1,2,24,0,,,,0.28,,356,0,,,72,11,,,,NO,regular,Eliminado
1994-95,J. Nolan,26,60,,202,28,53,3,3,0,11,11,,,,0.26,,307,0,,,62,6,,,,NO,regular,Eliminado
1994-95,C. Subero,22,58,,181,23,52,6,2,0,16,6,,,,0.29,,343,0,,,62,8,,,,NO,regular,Eliminado
1994-95,J. Ramos,23,48,,166,16,50,7,1,0,16,2,,,,0.3,,355,0,,,59,8,,,,NO,regular,Eliminado
1994-95,J. Carter,31,59,,194,33,43,3,4,0,16,12,,,,0.22,,278,0,,,54,7,,,,NO,regular,Eliminado
1994-95,H. Ortega,25,54,,149,21,41,5,2,1,14,7,,,,0.28,,356,0,,,53,8,,,,NO,regular,Eliminado
1994-95,M. Castellanos,25,37,,105,6,24,3,2,0,7,1,,,,0.23,,295,0,,,31,5,,,,NO,regular,Eliminado
1994-95,J. Monzon,26,35,,85,2,19,0,0,0,7,1,,,,0.22,,224,0,,,19,0,,,,NO,regular,Eliminado
1994-95,G. Young,30,20,,62,10,14,4,1,0,7,1,,,,0.23,,323,0,,,20,5,,,,NO,regular,Eliminado
1994-95,M. Carrera,23,24,,51,2,12,0,0,0,5,0,,,,0.24,,235,0,,,12,0,,,,NO,regular,Eliminado
1994-95,E. Marquez,29,24,,58,4,12,5,0,1,4,0,,,,0.21,,345,0,,,20,6,,,,NO,regular,Eliminado
1994-95,R. Álvarez,17,18,,42,6,12,3,0,0,8,0,,,,0.29,,357,0,,,15,3,,,,NO,regular,Eliminado
1994-95,G. Polidor,33,18,,44,6,11,1,1,0,3,0,,,,0.25,,318,0,,,14,2,,,,NO,regular,Eliminado
1994-95,J. Paredes,32,11,,34,6,9,0,0,0,2,0,,,,0.27,,265,0,,,9,0,,,,NO,regular,Eliminado
1994-95,O. Guillén,30,7,,32,2,7,1,1,0,4,1,,,,0.22,,313,0,,,10,2,,,,NO,regular,Eliminado
1994-95,H. Guanchez,23,25,,27,3,6,1,0,0,4,0,,,,0.22,,259,0,,,7,1,,,,NO,regular,Eliminado
1994-95,H. Andrade,28,24,,31,3,5,2,0,0,3,0,,,,0.16,,226,0,,,7,2,,,,NO,regular,Eliminado
1994-95,M. Matos,24,18,,40,2,5,3,0,0,2,1,,,,0.13,,0.2,0,,,8,3,,,,NO,regular,Eliminado
1994-95,W. Oropeza,19,6,,10,2,4,0,0,0,0,0,,,,0.4,,0.4,0,,,4,0,,,,NO,regular,Eliminado
1994-95,R. Guerra,21,6,,15,0,2,0,0,0,1,0,,,,0.13,,133,0,,,2,0,,,,NO,regular,Eliminado
1994-95,H. Ovalles,18,2,,8,0,2,0,0,0,1,0,,,,0.25,,0.25,0,,,2,0,,,,NO,regular,Eliminado
1994-95,J. Perozo,22,19,,13,2,1,1,0,0,1,0,,,,0.08,,154,0,,,2,1,,,,NO,regular,Eliminado
1994-95,I. Paez,18,11,,16,5,1,0,0,0,0,0,,,,0.06,,63,0,,,1,0,,,,NO,regular,Eliminado
1994-95,J. Melendez,0,10,,15,0,1,0,0,0,1,0,,,,0.07,,67,0,,,1,0,,,,NO,regular,Eliminado
1994-95,H. Borges,18,4,,6,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1994-95,A. Rojas,21,3,,6,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1993-94,J. Ramos,22,57,,215,29,71,8,2,1,13,6,,,,0.33,,0.4,0,,,86,11,,,,NO,regular,Eliminado
1993-94,S. Pegues,25,45,,175,22,53,10,2,3,22,4,,,,0.3,,434,0,,,76,15,,,,NO,regular,Eliminado
1993-94,L. Salazar Garcia,37,57,,215,20,49,10,0,3,33,2,,,,0.23,,316,0,,,68,13,,,,NO,regular,Eliminado
1993-94,J. Monzon,25,56,,190,10,47,8,1,0,14,1,,,,0.25,,0.3,0,,,57,9,,,,NO,regular,Eliminado
1993-94,G. Polidor,32,50,,178,14,39,6,0,0,18,2,,,,0.22,,253,0,,,45,6,,,,NO,regular,Eliminado
1993-94,H. Guanchez,22,44,,128,15,35,6,1,1,12,0,,,,0.27,,359,0,,,46,8,,,,NO,regular,Eliminado
1993-94,J. Brown,26,31,,110,21,25,4,3,0,2,7,,,,0.23,,318,0,,,35,7,,,,NO,regular,Eliminado
1993-94,J. Marchan,21,34,,89,7,23,3,0,0,6,5,,,,0.26,,292,0,,,26,3,,,,NO,regular,Eliminado
1993-94,M. Matos,23,35,,92,7,22,6,0,0,4,6,,,,0.24,,304,0,,,28,6,,,,NO,regular,Eliminado
1993-94,M. Castellanos,24,31,,98,7,20,3,0,0,8,2,,,,0.2,,235,0,,,23,3,,,,NO,regular,Eliminado
1993-94,K. Lockhart,29,18,,60,12,18,2,0,2,6,0,,,,0.3,,433,0,,,26,4,,,,NO,regular,Eliminado
1993-94,A. Prieto,17,32,,69,8,15,3,0,0,2,1,,,,0.22,,261,0,,,18,3,,,,NO,regular,Eliminado
1993-94,M. González,19,23,,60,9,14,5,0,0,5,1,,,,0.23,,317,0,,,19,5,,,,NO,regular,Eliminado
1993-94,R. Pérez Tovar,35,20,,73,3,13,1,0,0,4,2,,,,0.18,,192,0,,,14,1,,,,NO,regular,Eliminado
1993-94,H. Ortega,24,25,,64,3,11,3,0,0,5,3,,,,0.17,,219,0,,,14,3,,,,NO,regular,Eliminado
1993-94,T. Shumpert,27,12,,41,3,10,1,1,1,4,1,,,,0.24,,0.39,0,,,16,3,,,,NO,regular,Eliminado
1993-94,C. Martínez,28,10,,38,6,10,3,0,1,7,1,,,,0.26,,421,0,,,16,4,,,,NO,regular,Eliminado
1993-94,K. Rhodes,25,10,,37,6,8,4,0,0,4,3,,,,0.22,,324,0,,,12,4,,,,NO,regular,Eliminado
1993-94,M. Soto,21,8,,21,1,7,1,0,0,0,0,,,,0.33,,381,0,,,8,1,,,,NO,regular,Eliminado
1993-94,F. Torres,22,14,,19,1,3,1,0,0,0,0,,,,0.16,,211,0,,,4,1,,,,NO,regular,Eliminado
1993-94,R. Guerra,20,3,,9,2,3,0,1,0,0,0,,,,0.33,,556,0,,,5,1,,,,NO,regular,Eliminado
1993-94,L. Dorante,27,5,,10,0,2,0,0,0,1,0,,,,0.2,,0.2,0,,,2,0,,,,NO,regular,Eliminado
1993-94,H. Ovalles,17,3,,4,1,1,0,0,0,0,0,,,,0.25,,0.25,0,,,1,0,,,,NO,regular,Eliminado
1993-94,R. Hernández,20,1,,2,0,1,0,0,0,0,0,,,,0.5,,0.5,0,,,1,0,,,,NO,regular,Eliminado
1993-94,W. Oropeza,18,2,,5,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1993-94,C. Subero,21,2,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1993-94,V. Lunar,22,1,,3,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1992-93,G. Polidor,31,52,,193,23,54,8,2,0,18,3,,,,0.28,,342,0,,,66,10,,,,NO,regular,Eliminado
1992-93,R. Pérez Tovar,34,49,,183,19,52,12,0,0,17,4,,,,0.28,,0.35,0,,,64,12,,,,NO,regular,Eliminado
1992-93,D. Harris,25,56,,206,18,45,8,1,4,30,7,,,,0.22,,325,0,,,67,13,,,,NO,regular,Eliminado
1992-93,C. Martínez,27,39,,138,19,38,7,0,2,12,3,,,,0.28,,0.37,0,,,51,9,,,,NO,regular,Eliminado
1992-93,L. Salazar Garcia,36,29,,111,5,28,3,0,0,9,1,,,,0.25,,279,0,,,31,3,,,,NO,regular,Eliminado
1992-93,M. Matos,22,29,,95,8,26,4,3,2,13,6,,,,0.27,,442,0,,,42,9,,,,NO,regular,Eliminado
1992-93,E. Marquez,27,34,,99,8,25,3,1,0,6,2,,,,0.25,,303,0,,,30,4,,,,NO,regular,Eliminado
1992-93,F. Torres,21,36,,123,9,23,1,1,0,5,1,,,,0.19,,211,0,,,26,2,,,,NO,regular,Eliminado
1992-93,J. Marchan,20,32,,83,9,21,4,2,0,8,3,,,,0.25,,349,0,,,29,6,,,,NO,regular,Eliminado
1992-93,M. Castellanos,23,35,,91,7,19,6,1,0,7,1,,,,0.21,,297,0,,,27,7,,,,NO,regular,Eliminado
1992-93,J. Monzon,24,28,,80,5,19,5,0,0,6,0,,,,0.24,,0.3,0,,,24,5,,,,NO,regular,Eliminado
1992-93,H. Guanchez,21,27,,64,8,19,4,1,0,6,0,,,,0.3,,391,0,,,25,5,,,,NO,regular,Eliminado
1992-93,D. Lewis,25,19,,71,15,19,2,0,0,3,12,,,,0.27,,296,0,,,21,2,,,,NO,regular,Eliminado
1992-93,M. González,18,27,,75,7,18,1,0,0,3,3,,,,0.24,,253,0,,,19,1,,,,NO,regular,Eliminado
1992-93,S. Pegues,24,13,,50,10,17,0,2,1,8,4,,,,0.34,,0.48,0,,,24,3,,,,NO,regular,Eliminado
1992-93,M. Carrera,21,23,,54,3,10,2,0,0,6,0,,,,0.19,,222,0,,,12,2,,,,NO,regular,Eliminado
1992-93,C. Jackson,29,19,,53,9,10,2,0,3,11,0,,,,0.19,,396,0,,,21,5,,,,NO,regular,Eliminado
1992-93,C. Subero,20,25,,44,6,8,1,0,0,2,0,,,,0.18,,205,0,,,9,1,,,,NO,regular,Eliminado
1992-93,L. Galindo,27,14,,45,4,8,0,0,0,6,1,,,,0.18,,178,0,,,8,0,,,,NO,regular,Eliminado
1992-93,M. Soto,20,22,,48,2,7,0,1,0,1,0,,,,0.15,,188,0,,,9,1,,,,NO,regular,Eliminado
1992-93,S. Jeter,26,6,,23,1,6,2,0,0,0,0,,,,0.26,,348,0,,,8,2,,,,NO,regular,Eliminado
1992-93,H. Ortega,23,18,,22,4,5,0,0,0,2,2,,,,0.23,,227,0,,,5,0,,,,NO,regular,Eliminado
1992-93,I. Oviedo,21,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1991-92,R. Pérez Tovar,33,59,,221,28,68,6,6,1,31,8,,,,0.31,,403,0,,,89,13,,,,NO,regular,Eliminado
1991-92,C. Curtis,23,58,,195,36,66,16,8,1,37,18,,,,0.34,,518,0,,,101,25,,,,NO,regular,Eliminado
1991-92,L. Salazar Garcia,35,40,,157,21,52,8,2,1,29,2,,,,0.33,,427,0,,,67,11,,,,NO,regular,Eliminado
1991-92,L. Galindo,26,50,,178,17,47,3,0,0,9,4,,,,0.26,,281,0,,,50,3,,,,NO,regular,Eliminado
1991-92,G. Polidor,30,42,,145,17,37,3,1,0,9,1,,,,0.26,,0.29,0,,,42,4,,,,NO,regular,Eliminado
1991-92,N. Carrasco,29,40,,138,14,36,6,0,0,14,1,,,,0.26,,304,0,,,42,6,,,,NO,regular,Eliminado
1991-92,J. Monzon,23,44,,128,8,35,8,0,0,17,0,,,,0.27,,336,0,,,43,8,,,,NO,regular,Eliminado
1991-92,M. Davis,27,35,,128,24,33,5,0,3,9,11,,,,0.26,,367,0,,,47,8,,,,NO,regular,Eliminado
1991-92,C. Martínez,26,35,,126,16,29,4,1,3,16,3,,,,0.23,,349,0,,,44,8,,,,NO,regular,Eliminado
1991-92,F. Ramsey,26,25,,99,17,23,3,2,1,13,3,,,,0.23,,333,0,,,33,6,,,,NO,regular,Eliminado
1991-92,F. Torres,20,41,,104,9,21,0,0,0,7,4,,,,0.2,,202,0,,,21,0,,,,NO,regular,Eliminado
1991-92,E. Marquez,26,33,,93,7,20,4,4,1,13,1,,,,0.22,,376,0,,,35,9,,,,NO,regular,Eliminado
1991-92,A. Brown,0,10,,35,7,14,2,0,1,8,4,,,,0.4,,543,0,,,19,3,,,,NO,regular,Eliminado
1991-92,R. Amaro,26,14,,44,7,12,0,2,0,2,1,,,,0.27,,364,0,,,16,2,,,,NO,regular,Eliminado
1991-92,H. Ortega,22,26,,45,9,9,1,1,0,6,1,,,,0.2,,267,0,,,12,2,,,,NO,regular,Eliminado
1991-92,M. Castellanos,22,21,,47,6,9,2,1,0,5,0,,,,0.19,,277,0,,,13,3,,,,NO,regular,Eliminado
1991-92,J. Cartaya,25,22,,53,6,8,1,0,0,2,0,,,,0.15,,0.17,0,,,9,1,,,,NO,regular,Eliminado
1991-92,L. Dorante,25,18,,43,2,6,1,0,0,1,0,,,,0.14,,163,0,,,7,1,,,,NO,regular,Eliminado
1991-92,J. Marchan,19,9,,20,3,6,1,0,0,1,0,,,,0.3,,0.35,0,,,7,1,,,,NO,regular,Eliminado
1991-92,M. González,17,4,,13,1,2,0,0,0,0,0,,,,0.15,,154,0,,,2,0,,,,NO,regular,Eliminado
1991-92,L. Figueredo,21,5,,6,0,1,0,0,0,0,0,,,,0.17,,167,0,,,1,0,,,,NO,regular,Eliminado
1990-91,R. Pérez Tovar,32,58,,206,34,65,15,0,8,35,8,,,,0.32,,505,0,,,104,23,,,,NO,regular,Eliminado
1990-91,G. Polidor,29,50,,170,13,46,12,3,0,13,2,,,,0.27,,376,0,,,64,15,,,,NO,regular,Eliminado
1990-91,M. Davis,26,48,,168,25,45,9,2,6,29,10,,,,0.27,,452,0,,,76,17,,,,NO,regular,Eliminado
1990-91,L. Galindo,25,40,,120,21,35,3,1,0,11,12,,,,0.29,,333,0,,,40,4,,,,NO,regular,Eliminado
1990-91,F. Torres,19,51,,152,27,31,5,1,0,10,4,,,,0.2,,0.25,0,,,38,6,,,,NO,regular,Eliminado
1990-91,N. Carrasco,28,35,,120,9,27,5,0,0,11,2,,,,0.23,,267,0,,,32,5,,,,NO,regular,Eliminado
1990-91,J. Cartaya,24,48,,119,17,23,4,2,1,9,1,,,,0.19,,286,0,,,34,7,,,,NO,regular,Eliminado
1990-91,T. Liendo,24,41,,94,14,22,1,2,1,8,2,,,,0.23,,319,0,,,30,4,,,,NO,regular,Eliminado
1990-91,E. Marquez,25,35,,88,7,22,2,3,0,11,1,,,,0.25,,341,0,,,30,5,,,,NO,regular,Eliminado
1990-91,D. Dixon,0,18,,69,11,21,0,0,0,3,13,,,,0.3,,304,0,,,21,0,,,,NO,regular,Eliminado
1990-91,C. Martínez,25,34,,117,10,20,7,0,2,13,1,,,,0.17,,282,0,,,33,9,,,,NO,regular,Eliminado
1990-91,B. Haselman,24,28,,95,8,19,4,0,0,7,3,,,,0.2,,242,0,,,23,4,,,,NO,regular,Eliminado
1990-91,J. Monzon,22,37,,87,8,18,4,0,2,11,1,,,,0.21,,322,0,,,28,6,,,,NO,regular,Eliminado
1990-91,M. Castellanos,21,13,,45,4,12,1,0,0,3,1,,,,0.27,,289,0,,,13,1,,,,NO,regular,Eliminado
1990-91,H. Ortega,21,21,,46,5,9,1,0,0,3,3,,,,0.2,,217,0,,,10,1,,,,NO,regular,Eliminado
1990-91,J. Guarache,21,13,,41,2,9,1,1,0,3,0,,,,0.22,,293,0,,,12,2,,,,NO,regular,Eliminado
1990-91,J. Padilla,26,17,,32,3,7,1,0,0,6,1,,,,0.22,,0.25,0,,,8,1,,,,NO,regular,Eliminado
1990-91,B. Bierley,28,21,,50,6,6,1,1,0,6,2,,,,0.12,,0.18,0,,,9,2,,,,NO,regular,Eliminado
1990-91,C. Subero,18,12,,35,3,5,0,0,0,2,1,,,,0.14,,143,0,,,5,0,,,,NO,regular,Eliminado
1990-91,L. Salazar,24,9,,16,1,4,0,0,0,1,0,,,,0.25,,0.25,0,,,4,0,,,,NO,regular,Eliminado
1990-91,M. Carrera,19,4,,13,4,2,0,1,0,0,1,,,,0.15,,308,0,,,4,1,,,,NO,regular,Eliminado
1990-91,J. Marchan,18,11,,12,2,1,0,0,0,0,0,,,,0.08,,83,0,,,1,0,,,,NO,regular,Eliminado
1990-91,R. Martínez,23,6,,6,1,1,0,0,0,0,0,,,,0.17,,167,0,,,1,0,,,,NO,regular,Eliminado
1990-91,M. Soto,18,1,,2,0,1,0,0,0,1,0,,,,0.5,,0.5,0,,,1,0,,,,NO,regular,Eliminado
1990-91,L. Figueredo,20,2,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1989-90,R. Pérez Tovar,31,58,,232,41,67,12,5,6,32,2,,,,0.29,,461,0,,,107,23,,,,NO,regular,Eliminado
1989-90,N. Carrasco,27,54,,221,23,67,12,1,0,28,4,,,,0.3,,367,0,,,81,13,,,,NO,regular,Eliminado
1989-90,C. Martínez,24,60,,221,29,62,18,3,3,34,4,,,,0.28,,0.43,0,,,95,24,,,,NO,regular,Eliminado
1989-90,L. Galindo,24,57,,202,29,55,3,2,0,13,1,,,,0.27,,307,0,,,62,5,,,,NO,regular,Eliminado
1989-90,S. Little,26,59,,213,28,51,6,1,3,22,5,,,,0.24,,319,0,,,68,10,,,,NO,regular,Eliminado
1989-90,L. Salazar Garcia,33,36,,138,14,37,5,2,3,18,2,,,,0.27,,399,0,,,55,10,,,,NO,regular,Eliminado
1989-90,L. Salazar,23,44,,147,12,35,10,1,0,16,0,,,,0.24,,0.32,0,,,47,11,,,,NO,regular,Eliminado
1989-90,J. Cartaya,23,28,,93,12,31,3,0,0,6,2,,,,0.33,,366,0,,,34,3,,,,NO,regular,Eliminado
1989-90,B. Hamelin,22,37,,108,23,26,8,1,6,20,0,,,,0.24,,0.5,0,,,54,15,,,,NO,regular,Eliminado
1989-90,G. Polidor,28,26,,93,8,24,4,0,0,6,3,,,,0.26,,301,0,,,28,4,,,,NO,regular,Eliminado
1989-90,L. Dorante,23,28,,72,6,18,5,1,0,3,0,,,,0.25,,347,0,,,25,6,,,,NO,regular,Eliminado
1989-90,O. Guillén,25,12,,52,5,14,0,4,0,4,2,,,,0.27,,423,0,,,22,4,,,,NO,regular,Eliminado
1989-90,E. Marquez,24,27,,74,6,13,0,1,0,4,0,,,,0.18,,203,0,,,15,1,,,,NO,regular,Eliminado
1989-90,F. Torres,18,26,,53,7,13,0,0,0,5,1,,,,0.25,,245,0,,,13,0,,,,NO,regular,Eliminado
1989-90,J. Mitchell,21,21,,45,5,9,2,0,0,4,0,,,,0.2,,244,0,,,11,2,,,,NO,regular,Eliminado
1989-90,J. Graterol,27,15,,28,5,6,4,0,0,1,0,,,,0.21,,357,0,,,10,4,,,,NO,regular,Eliminado
1989-90,J. Monzon,21,11,,26,1,6,0,1,1,2,0,,,,0.23,,423,0,,,11,2,,,,NO,regular,Eliminado
1989-90,B. Distefano,27,9,,32,0,6,1,0,0,4,0,,,,0.19,,219,0,,,7,1,,,,NO,regular,Eliminado
1989-90,J. Padilla,25,25,,29,4,4,0,0,0,0,0,,,,0.14,,138,0,,,4,0,,,,NO,regular,Eliminado
1989-90,G. Thurman,25,8,,23,4,3,0,1,0,2,2,,,,0.13,,217,0,,,5,1,,,,NO,regular,Eliminado
1989-90,R. Laya,30,16,,10,2,1,0,0,0,2,1,,,,0.1,,0.1,0,,,1,0,,,,NO,regular,Eliminado
1989-90,J. Guarache,20,11,,10,0,1,0,0,0,1,0,,,,0.1,,0.1,0,,,1,0,,,,NO,regular,Eliminado
1989-90,H. Ortega,20,2,,2,1,1,0,0,0,0,0,,,,0.5,,0.5,0,,,1,0,,,,NO,regular,Eliminado
1989-90,R. Martínez,22,2,,1,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1989-90,M. Carrera,18,2,,4,1,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1989-90,L. Figueredo,19,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1988-89,N. Carrasco,26,57,,219,37,64,17,4,1,34,3,,,,0.29,,0.42,0,,,92,22,,,,NO,regular,Eliminado
1988-89,G. Thurman,24,54,,202,37,64,11,5,1,20,13,,,,0.32,,436,0,,,88,17,,,,NO,regular,Eliminado
1988-89,R. Pérez Tovar,30,57,,207,33,63,13,1,7,37,2,,,,0.3,,478,0,,,99,21,,,,NO,regular,Eliminado
1988-89,C. Martínez,23,44,,157,21,52,11,2,7,27,7,,,,0.33,,561,0,,,88,20,,,,NO,regular,Eliminado
1988-89,C. Kreuter,24,55,,166,16,45,6,1,3,23,0,,,,0.27,,373,0,,,62,10,,,,NO,regular,Eliminado
1988-89,L. Salazar Garcia,32,38,,134,18,35,4,1,2,18,0,,,,0.26,,351,0,,,47,7,,,,NO,regular,Eliminado
1988-89,A. Pedrique,28,43,,139,17,32,5,0,0,12,2,,,,0.23,,266,0,,,37,5,,,,NO,regular,Eliminado
1988-89,J. Monasterios,34,42,,129,13,30,9,1,0,11,0,,,,0.23,,318,0,,,41,10,,,,NO,regular,Eliminado
1988-89,L. Galindo,23,46,,136,15,28,2,0,0,10,0,,,,0.21,,221,0,,,30,2,,,,NO,regular,Eliminado
1988-89,E. Marquez,23,35,,81,18,20,2,1,2,11,0,,,,0.25,,0.37,0,,,30,5,,,,NO,regular,Eliminado
1988-89,Ri. Laya,29,45,,160,12,18,0,2,0,5,7,,,,0.11,,138,0,,,22,2,,,,NO,regular,Eliminado
1988-89,L. Salazar,22,29,,72,14,15,4,0,0,6,0,,,,0.21,,264,0,,,19,4,,,,NO,regular,Eliminado
1988-89,J. Cartaya,22,31,,75,6,14,0,1,0,1,2,,,,0.19,,213,0,,,16,1,,,,NO,regular,Eliminado
1988-89,J. Graterol,26,23,,33,4,10,0,0,0,4,0,,,,0.3,,303,0,,,10,0,,,,NO,regular,Eliminado
1988-89,G. Polidor,27,19,,58,4,7,1,0,0,2,0,,,,0.12,,138,0,,,8,1,,,,NO,regular,Eliminado
1988-89,O. Guillén,24,7,,26,1,7,0,0,0,1,3,,,,0.27,,269,0,,,7,0,,,,NO,regular,Eliminado
1988-89,S. Macayo,21,18,,21,0,4,0,0,0,2,0,,,,0.19,,0.19,0,,,4,0,,,,NO,regular,Eliminado
1988-89,J. Monzon,20,11,,13,2,1,0,0,0,0,0,,,,0.08,,77,0,,,1,0,,,,NO,regular,Eliminado
1988-89,A. Espinoza,23,8,,8,0,1,0,0,0,0,0,,,,0.13,,125,0,,,1,0,,,,NO,regular,Eliminado
1988-89,L. Dorante,22,2,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1988-89,J. Guarache,19,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1987-88,L. Salazar Garcia,31,54,,197,35,73,11,1,10,39,7,,,,0.37,,589,0,,,116,22,,,,NO,regular,Eliminado
1987-88,R. Pérez Tovar,29,39,,152,24,46,6,2,1,20,3,,,,0.3,,388,0,,,59,9,,,,NO,regular,Eliminado
1987-88,N. Carrasco,25,52,,186,11,40,6,1,0,10,1,,,,0.22,,258,0,,,48,7,,,,NO,regular,Eliminado
1987-88,Ri. Laya,28,50,,148,22,40,3,0,0,9,5,,,,0.27,,291,0,,,43,3,,,,NO,regular,Eliminado
1987-88,G. Polidor,26,35,,128,11,39,3,0,0,15,3,,,,0.31,,328,0,,,42,3,,,,NO,regular,Eliminado
1987-88,J. Cartaya,21,48,,150,16,38,1,0,0,5,2,,,,0.25,,0.26,0,,,39,1,,,,NO,regular,Eliminado
1987-88,N. Santovenia,26,37,,132,9,36,8,0,2,18,0,,,,0.27,,379,0,,,50,10,,,,NO,regular,Eliminado
1987-88,O. Guillén,23,33,,137,22,36,4,0,0,11,2,,,,0.26,,292,0,,,40,4,,,,NO,regular,Eliminado
1987-88,C. Martínez,22,36,,122,13,30,6,1,3,14,2,,,,0.25,,385,0,,,47,10,,,,NO,regular,Eliminado
1987-88,J. Monasterios,33,38,,123,7,29,2,1,0,10,0,,,,0.24,,268,0,,,33,3,,,,NO,regular,Eliminado
1987-88,L. Galindo,22,31,,65,11,22,0,0,0,3,1,,,,0.34,,338,0,,,22,0,,,,NO,regular,Eliminado
1987-88,A. Pedrique,27,23,,76,13,17,4,0,0,7,1,,,,0.22,,276,0,,,21,4,,,,NO,regular,Eliminado
1987-88,S. Macayo,20,28,,72,6,15,4,0,0,1,0,,,,0.21,,264,0,,,19,4,,,,NO,regular,Eliminado
1987-88,A. Espinoza,22,30,,53,2,14,2,0,2,7,0,,,,0.26,,415,0,,,22,4,,,,NO,regular,Eliminado
1987-88,J. Reed,25,21,,64,7,12,2,0,0,6,0,,,,0.19,,219,0,,,14,2,,,,NO,regular,Eliminado
1987-88,T. Brito,23,29,,48,2,11,2,1,0,4,1,,,,0.23,,313,0,,,15,3,,,,NO,regular,Eliminado
1987-88,E. Marquez,22,20,,62,0,5,1,0,0,1,1,,,,0.08,,97,0,,,6,1,,,,NO,regular,Eliminado
1987-88,L. Salazar,21,8,,16,1,3,0,0,0,0,0,,,,0.19,,188,0,,,3,0,,,,NO,regular,Eliminado
1987-88,J. Guarache,18,7,,13,0,2,1,0,0,1,0,,,,0.15,,231,0,,,3,1,,,,NO,regular,Eliminado
1987-88,J. Laya,19,6,,7,0,1,0,0,0,0,0,,,,0.14,,143,0,,,1,0,,,,NO,regular,Eliminado
1987-88,L. Dorante,21,4,,6,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1987-88,J. Monzon,19,1,,1,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,,NO,regular,Eliminado
1986-87,A. Pedrique,26,64,,247,36,79,6,2,0,25,8,,,,0.32,,0.36,0,,,89,8,,,,NO,regular,Eliminado
1986-87,R. Pérez Tovar,28,57,,199,29,60,11,4,3,25,5,,,,0.3,,442,0,,,88,18,,,,NO,regular,Eliminado
1986-87,N. Carrasco,24,64,,219,23,58,8,0,0,17,3,,,,0.27,,301,0,,,66,8,,,,NO,regular,Eliminado
1986-87,J. Reed,24,60,,195,26,56,8,2,3,29,1,,,,0.29,,395,0,,,77,13,,,,NO,regular,Eliminado
1986-87,G. Polidor,25,54,,209,15,51,11,0,0,14,2,,,,0.24,,297,0,,,62,11,,,,NO,regular,Eliminado
1986-87,B. Fields,26,58,,178,26,49,13,1,1,16,4,,,,0.28,,376,0,,,67,15,,,,NO,regular,Eliminado
1986-87,L. Salazar Garcia,30,51,,186,22,49,5,0,4,32,14,,,,0.26,,355,0,,,66,9,,,,NO,regular,Eliminado
1986-87,C. Martínez,21,41,,142,16,40,8,0,2,24,0,,,,0.28,,0.38,0,,,54,10,,,,NO,regular,Eliminado
1986-87,O. Guillén,22,40,,156,26,40,6,3,0,13,0,,,,0.26,,333,0,,,52,9,,,,NO,regular,Eliminado
